original_row_index,doi,anion_name,composition_summary,cluster_id,conductivity,best_predicted_conductivity_ms_cm,best_abs_error_ms_cm,q_scale_opt,weighted_permittivity,weighted_viscosity_mpa_s_25c,salt_conc_x_weighted_permittivity,salt_conc_x_weighted_viscosity,temperature,anion_tfsi,split,true_q_scale,predicted_q_scale,residual_q_scale
125,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.600+DMC:0.400,1,9.093333333,8.095600459759606,0.9977328732403947,0.7,54.64,1.376,54.64,1.376,298.0,1,test,0.7,0.8083333333333329,0.10833333333333295
130,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,5.037117229,4.086040379433952,0.9510768495660473,0.7,46.05,1.245,46.05,1.245,260.9124652,0,test,0.7,0.7884615384615384,0.08846153846153848
131,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,5.194092174,4.122105040351622,1.0719871336483777,0.7,46.05,1.245,46.05,1.245,261.6795546,0,test,0.7,0.7884615384615384,0.08846153846153848
132,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,5.247448191,4.1550863813185055,1.0923618096814947,0.7,46.05,1.245,46.05,1.245,262.1373337,0,test,0.7,0.7884615384615384,0.08846153846153848
133,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,5.353386947,4.199006817828012,1.1543801291719875,0.7,46.05,1.245,46.05,1.245,262.90133,0,test,0.7,0.7884615384615384,0.08846153846153848
134,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,5.457005877,4.213180991994209,1.2438248850057914,0.7,46.05,1.245,46.05,1.245,263.2106403,0,test,0.7,0.7241279069767458,0.024127906976745828
135,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,5.615527374,4.320146383715105,1.2953809902848947,0.7,46.05,1.245,46.05,1.245,264.2808537,0,test,0.7,0.7241279069767458,0.024127906976745828
136,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,5.77250232,4.433433348119727,1.3390689718802733,0.7,46.05,1.245,46.05,1.245,265.0479431,0,test,0.7,0.7241279069767458,0.024127906976745828
137,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,6.033096195,4.511075508836642,1.5220206861633576,0.7,46.05,1.245,46.05,1.245,266.1243427,0,test,0.7,0.7241279069767458,0.024127906976745828
138,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,6.143674606,4.677259848297203,1.4664147577027968,0.7,46.05,1.245,46.05,1.245,267.7977111,0,test,0.7,0.7241279069767458,0.024127906976745828
139,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,6.196257346,4.716915776504702,1.4793415694952987,0.7,46.05,1.245,46.05,1.245,268.1039282,0,test,0.7,0.7241279069767458,0.024127906976745828
140,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,6.405041757,4.791365765680636,1.6136759913193641,0.7,46.05,1.245,46.05,1.245,269.0256727,0,test,0.7,0.7241279069767458,0.024127906976745828
141,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,6.562789978,4.834941180230926,1.7278487977690737,0.7,46.05,1.245,46.05,1.245,269.9443242,0,test,0.7,0.7241279069767458,0.024127906976745828
142,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,6.670275286,4.964874231607302,1.7054010543926976,0.7,46.05,1.245,46.05,1.245,271.0114445,0,test,0.7,0.7241279069767458,0.024127906976745828
143,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,6.880606248,5.1531909873189905,1.7274152606810098,0.7,46.05,1.245,46.05,1.245,272.236313,0,test,0.7,0.7241279069767458,0.024127906976745828
144,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,6.98731828,5.227175861843264,1.760142418156736,0.7,46.05,1.245,46.05,1.245,273.1518713,0,test,0.7,0.7241279069767458,0.024127906976745828
145,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,7.039127745,5.250432158086853,1.7886955869131471,0.7,46.05,1.245,46.05,1.245,273.3065264,0,test,0.7,0.7241279069767458,0.024127906976745828
146,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,7.091710486,5.293425451369545,1.7982850346304549,0.7,46.05,1.245,46.05,1.245,273.6127436,0,test,0.7,0.7241279069767458,0.024127906976745828
147,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,7.302041448,5.4550241827529,1.8470172652471,0.7,46.05,1.245,46.05,1.245,274.8376121,0,test,0.7,0.7241279069767458,0.024127906976745828
148,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,7.455150015,5.4550241827529,2.0001258322471003,0.7,46.05,1.245,46.05,1.245,274.8468914,0,test,0.7,0.7241279069767458,0.024127906976745828
149,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,7.508506032,5.510584754083919,1.997921277916081,0.7,46.05,1.245,46.05,1.245,275.3046706,0,test,0.7,0.7241279069767458,0.024127906976745828
150,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,7.667800804,5.6346863247337655,2.033114479266234,0.7,46.05,1.245,46.05,1.245,276.526446,0,test,0.7,0.7241279069767458,0.024127906976745828
151,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,7.772966285,5.6661075108257535,2.1068587741742464,0.7,46.05,1.245,46.05,1.245,277.1388803,0,test,0.7,0.7241279069767458,0.024127906976745828
152,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,7.982523972,5.766686212125698,2.2158377598743018,0.7,46.05,1.245,46.05,1.245,278.2121868,0,test,0.7,0.7241279069767458,0.024127906976745828
153,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,8.242344572,5.926613797629942,2.315730774370058,0.7,46.05,1.245,46.05,1.245,279.1370244,0,test,0.7,0.7241279069767458,0.024127906976745828
154,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,8.501391896,6.033491717205496,2.467900178794504,0.7,46.05,1.245,46.05,1.245,279.9103,0,test,0.7,0.7241279069767458,0.024127906976745828
155,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,8.813795237,6.2028459956013124,2.6109492413986883,0.7,46.05,1.245,46.05,1.245,281.1413548,0,test,0.7,0.7241279069767458,0.024127906976745828
156,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,8.92205382,6.3500244179648835,2.572029402035117,0.7,46.05,1.245,46.05,1.245,282.3600371,0,test,0.7,0.7241279069767458,0.024127906976745828
157,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,9.07825549,6.39611779520967,2.68213769479033,0.7,46.05,1.245,46.05,1.245,282.9755645,0,test,0.7,0.7241279069767458,0.024127906976745828
158,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,9.182647696,6.446165504930305,2.736482191069695,0.7,46.05,1.245,46.05,1.245,283.4364367,0,test,0.7,0.7241279069767458,0.024127906976745828
159,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,9.341169193,6.554497083130202,2.786672109869799,0.7,46.05,1.245,46.05,1.245,284.5066502,0,test,0.7,0.7241279069767458,0.024127906976745828
160,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,9.500463965,6.626128670727896,2.874335294272104,0.7,46.05,1.245,46.05,1.245,285.7284256,0,test,0.7,0.7241279069767458,0.024127906976745828
161,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,9.658985462,6.729671898040699,2.929313563959301,0.7,46.05,1.245,46.05,1.245,286.798639,0,test,0.7,0.7241279069767458,0.024127906976745828
162,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,9.612588927,6.789522564146431,2.8230663628535684,0.7,46.05,1.245,46.05,1.245,287.704918,0,test,0.7,0.7241279069767458,0.024127906976745828
163,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,9.821373337,6.94975725345717,2.871616083542831,0.7,46.05,1.245,46.05,1.245,288.6266625,0,test,0.7,0.7241279069767458,0.024127906976745828
164,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,9.976028457,7.003353625140826,2.972674831859174,0.7,46.05,1.245,46.05,1.245,288.9390659,0,test,0.7,0.7241279069767458,0.024127906976745828
165,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,10.1299103,7.036365911791991,3.0935443882080094,0.7,46.05,1.245,46.05,1.245,289.0999072,0,test,0.7,0.7241279069767458,0.024127906976745828
166,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,10.28456542,7.06890656533738,3.21565885466262,0.7,46.05,1.245,46.05,1.245,289.4123105,0,test,0.7,0.7241279069767458,0.024127906976745828
167,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,10.33792144,7.15479202642847,3.183129413571531,0.7,46.05,1.245,46.05,1.245,289.8700897,0,test,0.7,0.7241279069767458,0.024127906976745828
168,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,10.2915249,7.244795046086218,3.0467298539137824,0.7,46.05,1.245,46.05,1.245,290.7763687,0,test,0.7,0.7241279069767458,0.024127906976745828
169,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,10.39978348,7.41218685745045,2.9875966225495496,0.7,46.05,1.245,46.05,1.245,291.995051,0,test,0.7,0.7241279069767458,0.024127906976745828
170,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,10.55907826,7.561205951890643,2.997872308109357,0.7,46.05,1.245,46.05,1.245,293.2168265,0,test,0.7,0.7241279069767458,0.024127906976745828
171,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,10.66269719,7.575470787663848,3.0872264023361513,0.7,46.05,1.245,46.05,1.245,293.5261367,0,test,0.7,0.7241279069767458,0.024127906976745828
172,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,10.82044541,7.75744434379859,3.0630010662014096,0.7,46.05,1.245,46.05,1.245,294.4447881,0,test,0.7,0.7241279069767458,0.024127906976745828
173,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,11.03077637,7.915461313640553,3.1153150563594467,0.7,46.05,1.245,46.05,1.245,295.6696567,0,test,0.7,0.7241279069767458,0.024127906976745828
174,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,11.24188061,8.090504407756564,3.151376202243437,0.7,46.05,1.245,46.05,1.245,297.0460872,0,test,0.7,0.7241279069767458,0.024127906976745828
175,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,11.40426848,8.2638652582879,3.1404032217121003,0.7,46.05,1.245,46.05,1.245,298.8741107,0,test,0.7,0.7241279069767458,0.024127906976745828
176,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,12.03448809,8.649450476708655,3.3850376132913453,0.7,46.05,1.245,46.05,1.245,302.3971543,0,test,0.7,0.7241279069767458,0.024127906976745828
177,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,13.49520569,9.243472173156636,4.251733516843364,0.7,46.05,1.245,46.05,1.245,308.6978039,0,test,0.7,0.7241279069767458,0.024127906976745828
178,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,14.12387875,9.565091731443,4.558787018557,0.7,46.05,1.245,46.05,1.245,311.9177235,0,test,0.7,0.7241279069767458,0.024127906976745828
179,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,14.59480359,9.75714216191145,4.83766142808855,0.7,46.05,1.245,46.05,1.245,314.2189916,0,test,0.7,0.7241279069767458,0.024127906976745828
180,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,15.06418187,9.907654241589222,5.156527628410778,0.7,46.05,1.245,46.05,1.245,316.2171358,0,test,0.7,0.7241279069767458,0.024127906976745828
181,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,15.38045159,10.059959121383889,5.320492468616111,0.7,46.05,1.245,46.05,1.245,318.2060006,0,test,0.7,0.7241279069767458,0.024127906976745828
182,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,15.85137643,10.246699106051636,5.604677323948364,0.7,46.05,1.245,46.05,1.245,320.5072688,0,test,0.7,0.7241279069767458,0.024127906976745828
183,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,16.90303124,11.473188370307735,5.429842869692266,0.7,46.05,1.245,46.05,1.245,326.6316115,0,test,0.7,0.7241279069767458,0.024127906976745828
184,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,17.68171976,12.123226724056437,5.558493035943563,0.7,46.05,1.245,46.05,1.245,329.2545623,0,test,0.7,0.7241279069767458,0.024127906976745828
185,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,18.36452212,13.250869584593932,5.113652535406068,0.7,46.05,1.245,46.05,1.245,333.0838231,0,test,0.7,0.7241279069767458,0.024127906976745828
186,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,18.89189607,14.731903667055443,4.1599924029445585,0.7,46.05,1.245,46.05,1.245,336.4491185,0,test,0.7,0.7241279069767458,0.024127906976745828
187,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,19.67445097,16.021443781896284,3.6530071881037145,0.7,46.05,1.245,46.05,1.245,339.8298794,0,test,0.7,0.7241279069767458,0.024127906976745828
188,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,20.20027838,17.455456714288598,2.7448216657114024,0.7,46.05,1.245,46.05,1.245,342.8920507,0,test,0.7,0.7241279069767458,0.024127906976745828
189,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,20.82817816,19.87224802834453,0.9559301316554709,0.7,46.05,1.245,46.05,1.245,345.9604083,0,test,0.7,0.7241279069767458,0.024127906976745828
190,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,21.40194865,21.55887978735702,0.15693113735702013,0.75,46.05,1.245,46.05,1.245,348.4194247,0,test,0.75,0.7241279069767458,-0.025872093023254217
191,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,21.92932261,23.309941505816127,1.3806188958161272,0.9,46.05,1.245,46.05,1.245,351.7847201,0,test,0.9,0.7241279069767458,-0.17587209302325424
192,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,1,22.55335602,25.711951221618683,3.1585952016186845,0.8,46.05,1.245,46.05,1.245,354.0952676,0,test,0.8,0.7241279069767458,-0.07587209302325426
193,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,3.379987628,3.287122536139193,0.09286509186080671,0.85,46.05,1.245,46.05,1.245,256.1150634,1,test,0.85,0.7884615384615384,-0.06153846153846154
194,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,3.48669966,3.3230153394768562,0.16368432052314397,0.85,46.05,1.245,46.05,1.245,257.0306217,1,test,0.85,0.7884615384615384,-0.06153846153846154
195,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,3.543148778,3.338910214009054,0.2042385639909461,0.85,46.05,1.245,46.05,1.245,258.0946489,1,test,0.85,0.7884615384615384,-0.06153846153846154
196,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,3.598824621,3.37719061456857,0.22163400643142994,0.85,46.05,1.245,46.05,1.245,259.0071141,1,test,0.85,0.7884615384615384,-0.06153846153846154
197,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,3.603464275,3.408540190540888,0.19492408445911202,0.85,46.05,1.245,46.05,1.245,259.9164862,1,test,0.85,0.7884615384615384,-0.06153846153846154
198,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,3.712496134,3.9943123573686514,0.28181622336865164,0.8,46.05,1.245,46.05,1.245,261.2867306,1,test,0.8,0.7884615384615384,-0.011538461538461608
199,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,3.718682338,3.4479135091201987,0.27076882887980114,0.85,46.05,1.245,46.05,1.245,262.4992267,1,test,0.85,0.7884615384615384,-0.06153846153846154
200,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,3.774358181,3.489207875551096,0.2851503054489042,0.85,46.05,1.245,46.05,1.245,263.4116919,1,test,0.85,0.8083333333333329,-0.041666666666667074
201,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,3.778224559,3.529727532194699,0.24849702680530106,0.85,46.05,1.245,46.05,1.245,264.169502,1,test,0.85,0.8083333333333329,-0.041666666666667074
202,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,3.884163316,3.596170013358815,0.28799330264118517,0.85,46.05,1.245,46.05,1.245,264.9334983,1,test,0.85,0.8083333333333329,-0.041666666666667074
203,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,4.041911537,4.348392354324815,0.30648081732481547,0.8,46.05,1.245,46.05,1.245,265.8521497,1,test,0.8,0.8083333333333329,0.00833333333333286
204,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,4.20120631,4.482429407968951,0.28122309796895095,0.8,46.05,1.245,46.05,1.245,267.0739251,1,test,0.8,0.8083333333333329,0.00833333333333286
205,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,4.20816579,4.609224130382432,0.3838359542141916,0.8,46.05,1.245,46.05,1.245,268.4379833,1,test,0.8,0.8083333333333329,0.00833333333333286
206,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,4.215125271,3.8692718138230537,0.34585345717694604,0.85,46.05,1.245,46.05,1.245,269.8020414,1,test,0.85,0.8083333333333329,-0.041666666666667074
207,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,4.323383854,3.971923024768558,0.35146082923144206,0.85,46.05,1.245,46.05,1.245,271.0207238,1,test,0.85,0.8083333333333329,-0.041666666666667074
208,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,4.531394989,4.906937151272803,0.37554216227280346,0.8,46.05,1.245,46.05,1.245,271.7909063,1,test,0.8,0.8083333333333329,0.00833333333333286
209,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,4.739406124,5.013789537644656,0.2743834136446557,0.8,46.05,1.245,46.05,1.245,272.5610888,1,test,0.8,0.8083333333333329,0.00833333333333286
210,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,4.94741726,5.082925013214888,0.13550775321488828,0.8,46.05,1.245,46.05,1.245,273.3312713,1,test,0.8,0.8083333333333329,0.00833333333333286
211,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,4.95437674,5.261900509964069,0.30752376996406916,0.8,46.05,1.245,46.05,1.245,274.6953294,1,test,0.8,0.8083333333333329,0.00833333333333286
212,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,5.010052583,5.361133134609226,0.35108055160922547,0.8,46.05,1.245,46.05,1.245,275.6077946,1,test,0.8,0.8083333333333329,0.00833333333333286
213,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,5.119857717,5.473505690888089,0.3536479738880889,0.8,46.05,1.245,46.05,1.245,277.129601,1,test,0.8,0.8083333333333329,0.00833333333333286
214,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,5.276059388,5.535041376761372,0.2589819887613718,0.8,46.05,1.245,46.05,1.245,277.7451284,1,test,0.8,0.8083333333333329,0.00833333333333286
215,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,5.43535416,5.657047979053122,0.22169381905312147,0.8,46.05,1.245,46.05,1.245,278.9669038,1,test,0.8,0.8083333333333329,0.00833333333333286
216,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,5.647231673,5.851616480204475,0.20438480720447494,0.8,46.05,1.245,46.05,1.245,280.4948964,1,test,0.8,0.8083333333333329,0.00833333333333286
217,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,5.856016084,5.97767399921891,0.12165791521890945,0.8,46.05,1.245,46.05,1.245,281.4166409,1,test,0.8,0.8083333333333329,0.00833333333333286
218,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,5.910918651,6.058527400875192,0.14760874987519212,0.8,46.05,1.245,46.05,1.245,282.1775441,1,test,0.8,0.8083333333333329,0.00833333333333286
219,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,6.170739251,6.150915521041021,0.019823729958978298,0.8,46.05,1.245,46.05,1.245,283.1023817,1,test,0.8,0.8083333333333329,0.00833333333333286
220,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,6.484689143,6.562388520651361,0.07769937765136081,0.75,46.05,1.245,46.05,1.245,284.6365605,1,test,0.75,0.8083333333333329,0.058333333333332904
221,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,6.596040829,6.723629805579846,0.12758897657984658,0.75,46.05,1.245,46.05,1.245,286.4614909,1,test,0.75,0.8083333333333329,0.058333333333332904
222,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,7.065419115,7.067269326491992,0.0018502114919920487,0.7,46.05,1.245,46.05,1.245,288.459635,1,test,0.7,0.8083333333333329,0.10833333333333295
223,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,7.226260439,7.285835342588496,0.05957490358849604,0.7,46.05,1.245,46.05,1.245,289.9845345,1,test,0.7,0.8083333333333329,0.10833333333333295
224,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,7.696412001,7.577308321868081,0.11910367913191866,0.7,46.05,1.245,46.05,1.245,292.1342406,1,test,0.7,0.8083333333333329,0.10833333333333295
225,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,8.064491185,7.833263077584013,0.23122810741598698,0.7,46.05,1.245,46.05,1.245,294.2777606,1,test,0.7,0.8083333333333329,0.10833333333333295
226,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,8.638261676,8.076763010576677,0.5614986654233238,0.7,46.05,1.245,46.05,1.245,296.736777,1,test,0.7,0.8083333333333329,0.10833333333333295
227,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,8.849365914,8.247970340106285,0.6013955738937149,0.7,46.05,1.245,46.05,1.245,298.1132075,1,test,0.7,0.8083333333333329,0.10833333333333295
228,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,8.9607176,8.32160964671252,0.6391079532874802,0.7,46.05,1.245,46.05,1.245,299.938138,1,test,0.7,0.8083333333333329,0.10833333333333295
229,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,1,9.638107021,8.560663729197332,1.077443291802668,0.7,46.05,1.245,46.05,1.245,302.7064646,1,test,0.7,0.8083333333333329,0.10833333333333295
