original_row_index,doi,conductivity,anion_name,composition_summary,solvent_entropy,weighted_permittivity,weighted_viscosity_mpa_s_25c,salt_conc_x_weighted_permittivity,salt_conc_x_weighted_viscosity,anion_pf6,anion_clo4,anion_tfsi,anion_fsi,anion_bf4,has_ec,frac_ec,has_pc,frac_pc,has_dme,frac_dme,has_dmc,frac_dmc,has_dec,frac_dec,has_emc,frac_emc,cation_name,salt_conc,temperature,solvents,solvent_fracs,replicate_count,conductivity_std,cluster_id,row_status,criterion_name,q_scale,q_scale_opt,q_scale_tie_rule,q_scale_tie_tolerance_ms_cm,best_abs_error_ms_cm,best_predicted_conductivity_ms_cm,n_q_values_evaluated,q_grid
130,10.1016/j.jpowsour.2011.07.071,5.037117229,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,260.9124652,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,0.9510768495660473,4.086040379433952,5,"0.7,0.75,0.8,0.85,0.9"
131,10.1016/j.jpowsour.2011.07.071,5.194092174,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,261.6795546,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,1.0719871336483777,4.122105040351622,5,"0.7,0.75,0.8,0.85,0.9"
132,10.1016/j.jpowsour.2011.07.071,5.247448191,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,262.1373337,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,1.0923618096814947,4.1550863813185055,5,"0.7,0.75,0.8,0.85,0.9"
133,10.1016/j.jpowsour.2011.07.071,5.353386947,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,262.90133,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,1.1543801291719875,4.199006817828012,5,"0.7,0.75,0.8,0.85,0.9"
134,10.1016/j.jpowsour.2011.07.071,5.457005877,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,263.2106403,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,1.2438248850057914,4.213180991994209,5,"0.7,0.75,0.8,0.85,0.9"
135,10.1016/j.jpowsour.2011.07.071,5.615527374,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,264.2808537,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,1.2953809902848947,4.320146383715105,5,"0.7,0.75,0.8,0.85,0.9"
136,10.1016/j.jpowsour.2011.07.071,5.77250232,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,265.0479431,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,1.3390689718802733,4.433433348119727,5,"0.7,0.75,0.8,0.85,0.9"
137,10.1016/j.jpowsour.2011.07.071,6.033096195,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,266.1243427,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,1.5220206861633576,4.511075508836642,5,"0.7,0.75,0.8,0.85,0.9"
138,10.1016/j.jpowsour.2011.07.071,6.143674606,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,267.7977111,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,1.4664147577027968,4.677259848297203,5,"0.7,0.75,0.8,0.85,0.9"
139,10.1016/j.jpowsour.2011.07.071,6.196257346,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,268.1039282,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,1.4793415694952987,4.716915776504702,5,"0.7,0.75,0.8,0.85,0.9"
140,10.1016/j.jpowsour.2011.07.071,6.405041757,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,269.0256727,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,1.6136759913193641,4.791365765680636,5,"0.7,0.75,0.8,0.85,0.9"
141,10.1016/j.jpowsour.2011.07.071,6.562789978,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,269.9443242,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,1.7278487977690737,4.834941180230926,5,"0.7,0.75,0.8,0.85,0.9"
142,10.1016/j.jpowsour.2011.07.071,6.670275286,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,271.0114445,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,1.7054010543926976,4.964874231607302,5,"0.7,0.75,0.8,0.85,0.9"
143,10.1016/j.jpowsour.2011.07.071,6.880606248,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,272.236313,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,1.7274152606810098,5.1531909873189905,5,"0.7,0.75,0.8,0.85,0.9"
144,10.1016/j.jpowsour.2011.07.071,6.98731828,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,273.1518713,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,1.760142418156736,5.227175861843264,5,"0.7,0.75,0.8,0.85,0.9"
145,10.1016/j.jpowsour.2011.07.071,7.039127745,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,273.3065264,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,1.7886955869131471,5.250432158086853,5,"0.7,0.75,0.8,0.85,0.9"
146,10.1016/j.jpowsour.2011.07.071,7.091710486,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,273.6127436,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,1.7982850346304549,5.293425451369545,5,"0.7,0.75,0.8,0.85,0.9"
147,10.1016/j.jpowsour.2011.07.071,7.302041448,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,274.8376121,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,1.8470172652471,5.4550241827529,5,"0.7,0.75,0.8,0.85,0.9"
148,10.1016/j.jpowsour.2011.07.071,7.455150015,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,274.8468914,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,2.0001258322471003,5.4550241827529,5,"0.7,0.75,0.8,0.85,0.9"
149,10.1016/j.jpowsour.2011.07.071,7.508506032,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,275.3046706,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,1.997921277916081,5.510584754083919,5,"0.7,0.75,0.8,0.85,0.9"
150,10.1016/j.jpowsour.2011.07.071,7.667800804,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,276.526446,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,2.033114479266234,5.6346863247337655,5,"0.7,0.75,0.8,0.85,0.9"
151,10.1016/j.jpowsour.2011.07.071,7.772966285,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,277.1388803,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,2.1068587741742464,5.6661075108257535,5,"0.7,0.75,0.8,0.85,0.9"
152,10.1016/j.jpowsour.2011.07.071,7.982523972,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,278.2121868,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,2.2158377598743018,5.766686212125698,5,"0.7,0.75,0.8,0.85,0.9"
153,10.1016/j.jpowsour.2011.07.071,8.242344572,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,279.1370244,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,2.315730774370058,5.926613797629942,5,"0.7,0.75,0.8,0.85,0.9"
154,10.1016/j.jpowsour.2011.07.071,8.501391896,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,279.9103,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,2.467900178794504,6.033491717205496,5,"0.7,0.75,0.8,0.85,0.9"
155,10.1016/j.jpowsour.2011.07.071,8.813795237,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,281.1413548,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,2.6109492413986883,6.2028459956013124,5,"0.7,0.75,0.8,0.85,0.9"
156,10.1016/j.jpowsour.2011.07.071,8.92205382,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,282.3600371,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,2.572029402035117,6.3500244179648835,5,"0.7,0.75,0.8,0.85,0.9"
157,10.1016/j.jpowsour.2011.07.071,9.07825549,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,282.9755645,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,2.68213769479033,6.39611779520967,5,"0.7,0.75,0.8,0.85,0.9"
158,10.1016/j.jpowsour.2011.07.071,9.182647696,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,283.4364367,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,2.736482191069695,6.446165504930305,5,"0.7,0.75,0.8,0.85,0.9"
159,10.1016/j.jpowsour.2011.07.071,9.341169193,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,284.5066502,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,2.786672109869799,6.554497083130202,5,"0.7,0.75,0.8,0.85,0.9"
160,10.1016/j.jpowsour.2011.07.071,9.500463965,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,285.7284256,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,2.874335294272104,6.626128670727896,5,"0.7,0.75,0.8,0.85,0.9"
161,10.1016/j.jpowsour.2011.07.071,9.658985462,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,286.798639,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,2.929313563959301,6.729671898040699,5,"0.7,0.75,0.8,0.85,0.9"
162,10.1016/j.jpowsour.2011.07.071,9.612588927,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,287.704918,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,2.8230663628535684,6.789522564146431,5,"0.7,0.75,0.8,0.85,0.9"
163,10.1016/j.jpowsour.2011.07.071,9.821373337,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,288.6266625,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,2.871616083542831,6.94975725345717,5,"0.7,0.75,0.8,0.85,0.9"
164,10.1016/j.jpowsour.2011.07.071,9.976028457,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,288.9390659,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,2.972674831859174,7.003353625140826,5,"0.7,0.75,0.8,0.85,0.9"
165,10.1016/j.jpowsour.2011.07.071,10.1299103,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,289.0999072,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,3.0935443882080094,7.036365911791991,5,"0.7,0.75,0.8,0.85,0.9"
166,10.1016/j.jpowsour.2011.07.071,10.28456542,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,289.4123105,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,3.21565885466262,7.06890656533738,5,"0.7,0.75,0.8,0.85,0.9"
167,10.1016/j.jpowsour.2011.07.071,10.33792144,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,289.8700897,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,3.183129413571531,7.15479202642847,5,"0.7,0.75,0.8,0.85,0.9"
168,10.1016/j.jpowsour.2011.07.071,10.2915249,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,290.7763687,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,3.0467298539137824,7.244795046086218,5,"0.7,0.75,0.8,0.85,0.9"
169,10.1016/j.jpowsour.2011.07.071,10.39978348,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.245,46.05,1.245,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,Li,1.0,291.995051,"[""EC"",""DMC""]","[0.5,0.5]",1,0.0,1,clustered,weighted_permittivity,0.7,0.7,lowest_q_within_tolerance,0.02,2.9875966225495496,7.41218685745045,5,"0.7,0.75,0.8,0.85,0.9"
