saltPF6_rank15_row10901_q0p80,Li_PF6_1p738191633M_EC0p27PC0p1DMC0p63_T263p0_q080,parsed,2.1578,0.4588,Ionic conductivity = 2.1578 ± 0.4588 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p738191633M_EC0p27PC0p1DMC0p63_T263p0_q080,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p738191633M_EC0p27PC0p1DMC0p63_T263p0_q080/output_LELiB_MDLab.txt,10901,10.1149/1.1872737,Li,PF6,1.738191633,"[""EC"",""PC"",""DMC""]","[0.27,0.1,0.63]",263.0,PF6,0.80,maximin descriptor spread within salt family; exact duplicate simulation inputs excluded,15,1,15,10.1149/1.1872737,[10901],"[""10.1149/1.1872737""]",2.935514918,0.0,1,LiPF6,1.738191633,mol/l,mol/L,volume,,EC:0.270+PC:0.100+DMC:0.630,0.8748608452408524,32.473,1.1377,56.444296898409,1.9775406208641,1,0,0,0,0,1,0.27,1,0.1,0,0.0,1,0.63,0,0.0,0,0.0,"('Li', 'PF6', 1.738191633, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 263.0)",242
saltPF6_rank15_row10901_q0p85,Li_PF6_1p738191633M_EC0p27PC0p1DMC0p63_T263p0_q085,parsed,1.6521,0.4579,Ionic conductivity = 1.6521 ± 0.4579 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p738191633M_EC0p27PC0p1DMC0p63_T263p0_q085,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p738191633M_EC0p27PC0p1DMC0p63_T263p0_q085/output_LELiB_MDLab.txt,10901,10.1149/1.1872737,Li,PF6,1.738191633,"[""EC"",""PC"",""DMC""]","[0.27,0.1,0.63]",263.0,PF6,0.85,maximin descriptor spread within salt family; exact duplicate simulation inputs excluded,15,1,15,10.1149/1.1872737,[10901],"[""10.1149/1.1872737""]",2.935514918,0.0,1,LiPF6,1.738191633,mol/l,mol/L,volume,,EC:0.270+PC:0.100+DMC:0.630,0.8748608452408524,32.473,1.1377,56.444296898409,1.9775406208641,1,0,0,0,0,1,0.27,1,0.1,0,0.0,1,0.63,0,0.0,0,0.0,"('Li', 'PF6', 1.738191633, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 263.0)",242
saltPF6_rank15_row10901_q0p90,Li_PF6_1p738191633M_EC0p27PC0p1DMC0p63_T263p0_q090,parsed,1.0038,0.2553,Ionic conductivity = 1.0038 ± 0.2553 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p738191633M_EC0p27PC0p1DMC0p63_T263p0_q090,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p738191633M_EC0p27PC0p1DMC0p63_T263p0_q090/output_LELiB_MDLab.txt,10901,10.1149/1.1872737,Li,PF6,1.738191633,"[""EC"",""PC"",""DMC""]","[0.27,0.1,0.63]",263.0,PF6,0.90,maximin descriptor spread within salt family; exact duplicate simulation inputs excluded,15,1,15,10.1149/1.1872737,[10901],"[""10.1149/1.1872737""]",2.935514918,0.0,1,LiPF6,1.738191633,mol/l,mol/L,volume,,EC:0.270+PC:0.100+DMC:0.630,0.8748608452408524,32.473,1.1377,56.444296898409,1.9775406208641,1,0,0,0,0,1,0.27,1,0.1,0,0.0,1,0.63,0,0.0,0,0.0,"('Li', 'PF6', 1.738191633, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 263.0)",242
saltPF6_rank16_row11957_q0p70,Li_PF6_1p497M_EC0p3EMC0p7_T323p15_q070,parsed,19.8159,2.4570,Ionic conductivity = 19.8159 ± 2.4570 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p497M_EC0p3EMC0p7_T323p15_q070,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p497M_EC0p3EMC0p7_T323p15_q070/output_LELiB_MDLab.txt,11957,10.1149/2.0571912jes,Li,PF6,1.497,"[""EC"",""EMC""]","[0.3,0.7]",323.15,PF6,0.70,maximin descriptor spread within salt family; exact duplicate simulation inputs excluded,16,1,16,10.1149/2.0571912jes,[11957],"[""10.1149/2.0571912jes""]",11.934,0.0,1,LiPF6,1.497,mol/l,mol/L,weight,,EC:0.300+EMC:0.700,0.6108643020548935,28.73,1.025,43.008810000000004,1.534425,1,0,0,0,0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.7,"('Li', 'PF6', 1.497, '[""EC"",""EMC""]', '[0.3,0.7]', 323.15)",242
saltPF6_rank16_row11957_q0p75,Li_PF6_1p497M_EC0p3EMC0p7_T323p15_q075,parsed,18.6898,2.4192,Ionic conductivity = 18.6898 ± 2.4192 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p497M_EC0p3EMC0p7_T323p15_q075,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p497M_EC0p3EMC0p7_T323p15_q075/output_LELiB_MDLab.txt,11957,10.1149/2.0571912jes,Li,PF6,1.497,"[""EC"",""EMC""]","[0.3,0.7]",323.15,PF6,0.75,maximin descriptor spread within salt family; exact duplicate simulation inputs excluded,16,1,16,10.1149/2.0571912jes,[11957],"[""10.1149/2.0571912jes""]",11.934,0.0,1,LiPF6,1.497,mol/l,mol/L,weight,,EC:0.300+EMC:0.700,0.6108643020548935,28.73,1.025,43.008810000000004,1.534425,1,0,0,0,0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.7,"('Li', 'PF6', 1.497, '[""EC"",""EMC""]', '[0.3,0.7]', 323.15)",242
saltPF6_rank16_row11957_q0p80,Li_PF6_1p497M_EC0p3EMC0p7_T323p15_q080,parsed,13.9230,2.1631,Ionic conductivity = 13.9230 ± 2.1631 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p497M_EC0p3EMC0p7_T323p15_q080,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p497M_EC0p3EMC0p7_T323p15_q080/output_LELiB_MDLab.txt,11957,10.1149/2.0571912jes,Li,PF6,1.497,"[""EC"",""EMC""]","[0.3,0.7]",323.15,PF6,0.80,maximin descriptor spread within salt family; exact duplicate simulation inputs excluded,16,1,16,10.1149/2.0571912jes,[11957],"[""10.1149/2.0571912jes""]",11.934,0.0,1,LiPF6,1.497,mol/l,mol/L,weight,,EC:0.300+EMC:0.700,0.6108643020548935,28.73,1.025,43.008810000000004,1.534425,1,0,0,0,0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.7,"('Li', 'PF6', 1.497, '[""EC"",""EMC""]', '[0.3,0.7]', 323.15)",242
saltPF6_rank16_row11957_q0p85,Li_PF6_1p497M_EC0p3EMC0p7_T323p15_q085,parsed,11.9754,3.0846,Ionic conductivity = 11.9754 ± 3.0846 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p497M_EC0p3EMC0p7_T323p15_q085,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p497M_EC0p3EMC0p7_T323p15_q085/output_LELiB_MDLab.txt,11957,10.1149/2.0571912jes,Li,PF6,1.497,"[""EC"",""EMC""]","[0.3,0.7]",323.15,PF6,0.85,maximin descriptor spread within salt family; exact duplicate simulation inputs excluded,16,1,16,10.1149/2.0571912jes,[11957],"[""10.1149/2.0571912jes""]",11.934,0.0,1,LiPF6,1.497,mol/l,mol/L,weight,,EC:0.300+EMC:0.700,0.6108643020548935,28.73,1.025,43.008810000000004,1.534425,1,0,0,0,0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.7,"('Li', 'PF6', 1.497, '[""EC"",""EMC""]', '[0.3,0.7]', 323.15)",242
saltPF6_rank16_row11957_q0p90,Li_PF6_1p497M_EC0p3EMC0p7_T323p15_q090,parsed,10.3172,2.0035,Ionic conductivity = 10.3172 ± 2.0035 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p497M_EC0p3EMC0p7_T323p15_q090,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p497M_EC0p3EMC0p7_T323p15_q090/output_LELiB_MDLab.txt,11957,10.1149/2.0571912jes,Li,PF6,1.497,"[""EC"",""EMC""]","[0.3,0.7]",323.15,PF6,0.90,maximin descriptor spread within salt family; exact duplicate simulation inputs excluded,16,1,16,10.1149/2.0571912jes,[11957],"[""10.1149/2.0571912jes""]",11.934,0.0,1,LiPF6,1.497,mol/l,mol/L,weight,,EC:0.300+EMC:0.700,0.6108643020548935,28.73,1.025,43.008810000000004,1.534425,1,0,0,0,0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.7,"('Li', 'PF6', 1.497, '[""EC"",""EMC""]', '[0.3,0.7]', 323.15)",242
saltPF6_rank17_row13636_q0p70,Li_PF6_1p0M_EC0p15PC0p85_T293p15_q070,conductivity_line_not_found,,,,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p15PC0p85_T293p15_q070,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p15PC0p85_T293p15_q070/output_LELiB_MDLab.txt,13636,10.1016/0378-7753(91)80004-H,Li,PF6,1.0,"[""EC"",""PC""]","[0.15,0.85]",293.15,PF6,0.70,maximin descriptor spread within salt family; exact duplicate simulation inputs excluded,17,1,17,10.1016/0378-7753(91)80004-H,[13636],"[""10.1016/0378-7753(91)80004-H""]",5.64,0.0,1,LiPF6,1.0,mol/l,mol/L,volume,,EC:0.150+PC:0.850,0.42270908780599087,68.515,2.4354999999999998,68.515,2.4354999999999998,1,0,0,0,0,1,0.15,1,0.85,0,0.0,0,0.0,0,0.0,0,0.0,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.15,0.85]', 293.15)",242
saltPF6_rank17_row13636_q0p75,Li_PF6_1p0M_EC0p15PC0p85_T293p15_q075,parsed,6.7708,1.3011,Ionic conductivity = 6.7708 ± 1.3011 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p15PC0p85_T293p15_q075,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p15PC0p85_T293p15_q075/output_LELiB_MDLab.txt,13636,10.1016/0378-7753(91)80004-H,Li,PF6,1.0,"[""EC"",""PC""]","[0.15,0.85]",293.15,PF6,0.75,maximin descriptor spread within salt family; exact duplicate simulation inputs excluded,17,1,17,10.1016/0378-7753(91)80004-H,[13636],"[""10.1016/0378-7753(91)80004-H""]",5.64,0.0,1,LiPF6,1.0,mol/l,mol/L,volume,,EC:0.150+PC:0.850,0.42270908780599087,68.515,2.4354999999999998,68.515,2.4354999999999998,1,0,0,0,0,1,0.15,1,0.85,0,0.0,0,0.0,0,0.0,0,0.0,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.15,0.85]', 293.15)",242
saltPF6_rank17_row13636_q0p80,Li_PF6_1p0M_EC0p15PC0p85_T293p15_q080,parsed,5.8259,0.9363,Ionic conductivity = 5.8259 ± 0.9363 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p15PC0p85_T293p15_q080,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p15PC0p85_T293p15_q080/output_LELiB_MDLab.txt,13636,10.1016/0378-7753(91)80004-H,Li,PF6,1.0,"[""EC"",""PC""]","[0.15,0.85]",293.15,PF6,0.80,maximin descriptor spread within salt family; exact duplicate simulation inputs excluded,17,1,17,10.1016/0378-7753(91)80004-H,[13636],"[""10.1016/0378-7753(91)80004-H""]",5.64,0.0,1,LiPF6,1.0,mol/l,mol/L,volume,,EC:0.150+PC:0.850,0.42270908780599087,68.515,2.4354999999999998,68.515,2.4354999999999998,1,0,0,0,0,1,0.15,1,0.85,0,0.0,0,0.0,0,0.0,0,0.0,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.15,0.85]', 293.15)",242
saltPF6_rank17_row13636_q0p85,Li_PF6_1p0M_EC0p15PC0p85_T293p15_q085,parsed,5.2805,0.4815,Ionic conductivity = 5.2805 ± 0.4815 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p15PC0p85_T293p15_q085,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p15PC0p85_T293p15_q085/output_LELiB_MDLab.txt,13636,10.1016/0378-7753(91)80004-H,Li,PF6,1.0,"[""EC"",""PC""]","[0.15,0.85]",293.15,PF6,0.85,maximin descriptor spread within salt family; exact duplicate simulation inputs excluded,17,1,17,10.1016/0378-7753(91)80004-H,[13636],"[""10.1016/0378-7753(91)80004-H""]",5.64,0.0,1,LiPF6,1.0,mol/l,mol/L,volume,,EC:0.150+PC:0.850,0.42270908780599087,68.515,2.4354999999999998,68.515,2.4354999999999998,1,0,0,0,0,1,0.15,1,0.85,0,0.0,0,0.0,0,0.0,0,0.0,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.15,0.85]', 293.15)",242
saltPF6_rank17_row13636_q0p90,Li_PF6_1p0M_EC0p15PC0p85_T293p15_q090,parsed,3.2112,0.7007,Ionic conductivity = 3.2112 ± 0.7007 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p15PC0p85_T293p15_q090,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p0M_EC0p15PC0p85_T293p15_q090/output_LELiB_MDLab.txt,13636,10.1016/0378-7753(91)80004-H,Li,PF6,1.0,"[""EC"",""PC""]","[0.15,0.85]",293.15,PF6,0.90,maximin descriptor spread within salt family; exact duplicate simulation inputs excluded,17,1,17,10.1016/0378-7753(91)80004-H,[13636],"[""10.1016/0378-7753(91)80004-H""]",5.64,0.0,1,LiPF6,1.0,mol/l,mol/L,volume,,EC:0.150+PC:0.850,0.42270908780599087,68.515,2.4354999999999998,68.515,2.4354999999999998,1,0,0,0,0,1,0.15,1,0.85,0,0.0,0,0.0,0,0.0,0,0.0,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.15,0.85]', 293.15)",242
saltPF6_rank18_row11886_q0p70,Li_PF6_2p0M_EC0p5DMC0p5_T263p15_q070,parsed,3.6739,0.8920,Ionic conductivity = 3.6739 ± 0.8920 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_2p0M_EC0p5DMC0p5_T263p15_q070,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_2p0M_EC0p5DMC0p5_T263p15_q070/output_LELiB_MDLab.txt,11886,10.1149/2.0571912jes,Li,PF6,2.0,"[""EC"",""DMC""]","[0.5,0.5]",263.15,PF6,0.70,maximin descriptor spread within salt family; exact duplicate simulation inputs excluded,18,1,18,10.1149/2.0571912jes,[11886],"[""10.1149/2.0571912jes""]",1.824,0.0,1,LiPF6,2.0,mol/l,mol/L,weight,,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,92.1,2.4899999999999998,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,"('Li', 'PF6', 2.0, '[""EC"",""DMC""]', '[0.5,0.5]', 263.15)",242
saltPF6_rank18_row11886_q0p75,Li_PF6_2p0M_EC0p5DMC0p5_T263p15_q075,parsed,1.6789,0.7128,Ionic conductivity = 1.6789 ± 0.7128 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_2p0M_EC0p5DMC0p5_T263p15_q075,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_2p0M_EC0p5DMC0p5_T263p15_q075/output_LELiB_MDLab.txt,11886,10.1149/2.0571912jes,Li,PF6,2.0,"[""EC"",""DMC""]","[0.5,0.5]",263.15,PF6,0.75,maximin descriptor spread within salt family; exact duplicate simulation inputs excluded,18,1,18,10.1149/2.0571912jes,[11886],"[""10.1149/2.0571912jes""]",1.824,0.0,1,LiPF6,2.0,mol/l,mol/L,weight,,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,92.1,2.4899999999999998,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,"('Li', 'PF6', 2.0, '[""EC"",""DMC""]', '[0.5,0.5]', 263.15)",242
saltPF6_rank18_row11886_q0p80,Li_PF6_2p0M_EC0p5DMC0p5_T263p15_q080,parsed,1.3857,0.5299,Ionic conductivity = 1.3857 ± 0.5299 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_2p0M_EC0p5DMC0p5_T263p15_q080,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_2p0M_EC0p5DMC0p5_T263p15_q080/output_LELiB_MDLab.txt,11886,10.1149/2.0571912jes,Li,PF6,2.0,"[""EC"",""DMC""]","[0.5,0.5]",263.15,PF6,0.80,maximin descriptor spread within salt family; exact duplicate simulation inputs excluded,18,1,18,10.1149/2.0571912jes,[11886],"[""10.1149/2.0571912jes""]",1.824,0.0,1,LiPF6,2.0,mol/l,mol/L,weight,,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,92.1,2.4899999999999998,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,"('Li', 'PF6', 2.0, '[""EC"",""DMC""]', '[0.5,0.5]', 263.15)",242
saltPF6_rank18_row11886_q0p85,Li_PF6_2p0M_EC0p5DMC0p5_T263p15_q085,parsed,1.1376,0.3467,Ionic conductivity = 1.1376 ± 0.3467 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_2p0M_EC0p5DMC0p5_T263p15_q085,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_2p0M_EC0p5DMC0p5_T263p15_q085/output_LELiB_MDLab.txt,11886,10.1149/2.0571912jes,Li,PF6,2.0,"[""EC"",""DMC""]","[0.5,0.5]",263.15,PF6,0.85,maximin descriptor spread within salt family; exact duplicate simulation inputs excluded,18,1,18,10.1149/2.0571912jes,[11886],"[""10.1149/2.0571912jes""]",1.824,0.0,1,LiPF6,2.0,mol/l,mol/L,weight,,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,92.1,2.4899999999999998,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,"('Li', 'PF6', 2.0, '[""EC"",""DMC""]', '[0.5,0.5]', 263.15)",242
saltPF6_rank18_row11886_q0p90,Li_PF6_2p0M_EC0p5DMC0p5_T263p15_q090,parsed,0.4956,0.1217,Ionic conductivity = 0.4956 ± 0.1217 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_2p0M_EC0p5DMC0p5_T263p15_q090,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_2p0M_EC0p5DMC0p5_T263p15_q090/output_LELiB_MDLab.txt,11886,10.1149/2.0571912jes,Li,PF6,2.0,"[""EC"",""DMC""]","[0.5,0.5]",263.15,PF6,0.90,maximin descriptor spread within salt family; exact duplicate simulation inputs excluded,18,1,18,10.1149/2.0571912jes,[11886],"[""10.1149/2.0571912jes""]",1.824,0.0,1,LiPF6,2.0,mol/l,mol/L,weight,,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,92.1,2.4899999999999998,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,"('Li', 'PF6', 2.0, '[""EC"",""DMC""]', '[0.5,0.5]', 263.15)",242
saltPF6_rank19_row10899_q0p70,Li_PF6_0p391363023M_EC0p27PC0p1DMC0p63_T263p0_q070,parsed,3.7657,0.6652,Ionic conductivity = 3.7657 ± 0.6652 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p391363023M_EC0p27PC0p1DMC0p63_T263p0_q070,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p391363023M_EC0p27PC0p1DMC0p63_T263p0_q070/output_LELiB_MDLab.txt,10899,10.1149/1.1872737,Li,PF6,0.391363023,"[""EC"",""PC"",""DMC""]","[0.27,0.1,0.63]",263.0,PF6,0.70,maximin descriptor spread within salt family; exact duplicate simulation inputs excluded,19,1,19,10.1149/1.1872737,[10899],"[""10.1149/1.1872737""]",4.234841193,0.0,1,LiPF6,0.391363023,mol/l,mol/L,volume,,EC:0.270+PC:0.100+DMC:0.630,0.8748608452408524,32.473,1.1377,12.708731445879,0.44525371126709995,1,0,0,0,0,1,0.27,1,0.1,0,0.0,1,0.63,0,0.0,0,0.0,"('Li', 'PF6', 0.391363023, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 263.0)",242
saltPF6_rank19_row10899_q0p75,Li_PF6_0p391363023M_EC0p27PC0p1DMC0p63_T263p0_q075,parsed,4.3401,0.4492,Ionic conductivity = 4.3401 ± 0.4492 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p391363023M_EC0p27PC0p1DMC0p63_T263p0_q075,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p391363023M_EC0p27PC0p1DMC0p63_T263p0_q075/output_LELiB_MDLab.txt,10899,10.1149/1.1872737,Li,PF6,0.391363023,"[""EC"",""PC"",""DMC""]","[0.27,0.1,0.63]",263.0,PF6,0.75,maximin descriptor spread within salt family; exact duplicate simulation inputs excluded,19,1,19,10.1149/1.1872737,[10899],"[""10.1149/1.1872737""]",4.234841193,0.0,1,LiPF6,0.391363023,mol/l,mol/L,volume,,EC:0.270+PC:0.100+DMC:0.630,0.8748608452408524,32.473,1.1377,12.708731445879,0.44525371126709995,1,0,0,0,0,1,0.27,1,0.1,0,0.0,1,0.63,0,0.0,0,0.0,"('Li', 'PF6', 0.391363023, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 263.0)",242
saltPF6_rank19_row10899_q0p80,Li_PF6_0p391363023M_EC0p27PC0p1DMC0p63_T263p0_q080,parsed,4.8129,0.5814,Ionic conductivity = 4.8129 ± 0.5814 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p391363023M_EC0p27PC0p1DMC0p63_T263p0_q080,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p391363023M_EC0p27PC0p1DMC0p63_T263p0_q080/output_LELiB_MDLab.txt,10899,10.1149/1.1872737,Li,PF6,0.391363023,"[""EC"",""PC"",""DMC""]","[0.27,0.1,0.63]",263.0,PF6,0.80,maximin descriptor spread within salt family; exact duplicate simulation inputs excluded,19,1,19,10.1149/1.1872737,[10899],"[""10.1149/1.1872737""]",4.234841193,0.0,1,LiPF6,0.391363023,mol/l,mol/L,volume,,EC:0.270+PC:0.100+DMC:0.630,0.8748608452408524,32.473,1.1377,12.708731445879,0.44525371126709995,1,0,0,0,0,1,0.27,1,0.1,0,0.0,1,0.63,0,0.0,0,0.0,"('Li', 'PF6', 0.391363023, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 263.0)",242
saltPF6_rank19_row10899_q0p85,Li_PF6_0p391363023M_EC0p27PC0p1DMC0p63_T263p0_q085,parsed,3.8726,0.3185,Ionic conductivity = 3.8726 ± 0.3185 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p391363023M_EC0p27PC0p1DMC0p63_T263p0_q085,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p391363023M_EC0p27PC0p1DMC0p63_T263p0_q085/output_LELiB_MDLab.txt,10899,10.1149/1.1872737,Li,PF6,0.391363023,"[""EC"",""PC"",""DMC""]","[0.27,0.1,0.63]",263.0,PF6,0.85,maximin descriptor spread within salt family; exact duplicate simulation inputs excluded,19,1,19,10.1149/1.1872737,[10899],"[""10.1149/1.1872737""]",4.234841193,0.0,1,LiPF6,0.391363023,mol/l,mol/L,volume,,EC:0.270+PC:0.100+DMC:0.630,0.8748608452408524,32.473,1.1377,12.708731445879,0.44525371126709995,1,0,0,0,0,1,0.27,1,0.1,0,0.0,1,0.63,0,0.0,0,0.0,"('Li', 'PF6', 0.391363023, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 263.0)",242
saltPF6_rank19_row10899_q0p90,Li_PF6_0p391363023M_EC0p27PC0p1DMC0p63_T263p0_q090,parsed,2.7801,0.4145,Ionic conductivity = 2.7801 ± 0.4145 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p391363023M_EC0p27PC0p1DMC0p63_T263p0_q090,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p391363023M_EC0p27PC0p1DMC0p63_T263p0_q090/output_LELiB_MDLab.txt,10899,10.1149/1.1872737,Li,PF6,0.391363023,"[""EC"",""PC"",""DMC""]","[0.27,0.1,0.63]",263.0,PF6,0.90,maximin descriptor spread within salt family; exact duplicate simulation inputs excluded,19,1,19,10.1149/1.1872737,[10899],"[""10.1149/1.1872737""]",4.234841193,0.0,1,LiPF6,0.391363023,mol/l,mol/L,volume,,EC:0.270+PC:0.100+DMC:0.630,0.8748608452408524,32.473,1.1377,12.708731445879,0.44525371126709995,1,0,0,0,0,1,0.27,1,0.1,0,0.0,1,0.63,0,0.0,0,0.0,"('Li', 'PF6', 0.391363023, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 263.0)",242
saltPF6_rank20_row12014_q0p70,Li_PF6_1p5M_EC0p5DEC0p5_T283p15_q070,parsed,5.8070,1.9231,Ionic conductivity = 5.8070 ± 1.9231 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p5M_EC0p5DEC0p5_T283p15_q070,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_1p5M_EC0p5DEC0p5_T283p15_q070/output_LELiB_MDLab.txt,12014,10.1149/2.0641503jes,Li,PF6,1.5,"[""EC"",""DEC""]","[0.5,0.5]",283.15,PF6,0.70,maximin descriptor spread within salt family; exact duplicate simulation inputs excluded,20,1,20,10.1149/2.0641503jes,[12014],"[""10.1149/2.0641503jes""]",3.785824515,0.0,1,LiPF6,1.5,mol/l,mol/L,weight,,EC:0.500+DEC:0.500,0.6931471805599453,45.9,1.255,68.85,1.8824999999999998,1,0,0,0,0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,"('Li', 'PF6', 1.5, '[""EC"",""DEC""]', '[0.5,0.5]', 283.15)",242
