simulation_key,electrolyte_group,original_row_index,duplicate_identity,cluster_id,q_scale,conductivity_ms_cm,conductivity_uncertainty_ms_cm,weighted_permittivity,n_collapsed_simulations,anion_bf4,anion_clo4,anion_fsi,anion_pf6,anion_tfsi,frac_dec,frac_dmc,frac_dme,frac_ec,frac_emc,frac_pc,has_dec,has_dmc,has_dme,has_ec,has_emc,has_pc,salt_conc,salt_conc_x_weighted_permittivity,salt_conc_x_weighted_viscosity,solvent_entropy,temperature,weighted_viscosity_mpa_s_25c
"('Li', 'PF6', 3.0, '[""EC"",""DMC""]', '[0.5,0.5]', 323.15)|q=0.7","('Li', 'PF6', 3.0, '[""EC"",""DMC""]', '[0.5,0.5]', 323.15)",11917.0,"('Li', 'PF6', 3.0, '[""EC"",""DMC""]', '[0.5,0.5]', 323.15)",1.0,0.7,14.2081,4.1953,46.05,1,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,138.14999999999998,3.735,0.6931471805599453,323.15,1.245
"('Li', 'PF6', 3.0, '[""EC"",""DMC""]', '[0.5,0.5]', 323.15)|q=0.75","('Li', 'PF6', 3.0, '[""EC"",""DMC""]', '[0.5,0.5]', 323.15)",11917.0,"('Li', 'PF6', 3.0, '[""EC"",""DMC""]', '[0.5,0.5]', 323.15)",1.0,0.75,9.5118,1.8352,46.05,1,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,138.14999999999998,3.735,0.6931471805599453,323.15,1.245
"('Li', 'PF6', 3.0, '[""EC"",""DMC""]', '[0.5,0.5]', 323.15)|q=0.8","('Li', 'PF6', 3.0, '[""EC"",""DMC""]', '[0.5,0.5]', 323.15)",11917.0,"('Li', 'PF6', 3.0, '[""EC"",""DMC""]', '[0.5,0.5]', 323.15)",1.0,0.8,7.8263,1.2129,46.05,1,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,138.14999999999998,3.735,0.6931471805599453,323.15,1.245
"('Li', 'PF6', 3.0, '[""EC"",""DMC""]', '[0.5,0.5]', 323.15)|q=0.85","('Li', 'PF6', 3.0, '[""EC"",""DMC""]', '[0.5,0.5]', 323.15)",11917.0,"('Li', 'PF6', 3.0, '[""EC"",""DMC""]', '[0.5,0.5]', 323.15)",1.0,0.85,5.532,1.4311,46.05,1,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,138.14999999999998,3.735,0.6931471805599453,323.15,1.245
"('Li', 'PF6', 3.0, '[""EC"",""DMC""]', '[0.5,0.5]', 323.15)|q=0.9","('Li', 'PF6', 3.0, '[""EC"",""DMC""]', '[0.5,0.5]', 323.15)",11917.0,"('Li', 'PF6', 3.0, '[""EC"",""DMC""]', '[0.5,0.5]', 323.15)",1.0,0.9,3.4473,1.3368,46.05,1,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,138.14999999999998,3.735,0.6931471805599453,323.15,1.245
"('Li', 'PF6', 1.0, '[""EC"",""DMC""]', '[0.5,0.5]', 354.0952676)|q=0.7","('Li', 'PF6', 1.0, '[""EC"",""DMC""]', '[0.5,0.5]', 354.0952676)",192.0,"('Li', 'PF6', 1.0, '[""EC"",""DMC""]', '[0.5,0.5]', 354.0952676)",1.0,0.7,28.4935,7.0214,46.05,1,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,46.05,1.245,0.6931471805599453,354.0952676,1.245
"('Li', 'PF6', 1.0, '[""EC"",""DMC""]', '[0.5,0.5]', 354.0952676)|q=0.75","('Li', 'PF6', 1.0, '[""EC"",""DMC""]', '[0.5,0.5]', 354.0952676)",192.0,"('Li', 'PF6', 1.0, '[""EC"",""DMC""]', '[0.5,0.5]', 354.0952676)",1.0,0.75,24.5075,6.6435,46.05,1,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,46.05,1.245,0.6931471805599453,354.0952676,1.245
"('Li', 'PF6', 1.0, '[""EC"",""DMC""]', '[0.5,0.5]', 354.0952676)|q=0.8","('Li', 'PF6', 1.0, '[""EC"",""DMC""]', '[0.5,0.5]', 354.0952676)",192.0,"('Li', 'PF6', 1.0, '[""EC"",""DMC""]', '[0.5,0.5]', 354.0952676)",1.0,0.8,24.2014,2.21,46.05,1,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,46.05,1.245,0.6931471805599453,354.0952676,1.245
"('Li', 'PF6', 1.0, '[""EC"",""DMC""]', '[0.5,0.5]', 354.0952676)|q=0.85","('Li', 'PF6', 1.0, '[""EC"",""DMC""]', '[0.5,0.5]', 354.0952676)",192.0,"('Li', 'PF6', 1.0, '[""EC"",""DMC""]', '[0.5,0.5]', 354.0952676)",1.0,0.85,23.4984,4.2319,46.05,1,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,46.05,1.245,0.6931471805599453,354.0952676,1.245
"('Li', 'PF6', 1.0, '[""EC"",""DMC""]', '[0.5,0.5]', 354.0952676)|q=0.9","('Li', 'PF6', 1.0, '[""EC"",""DMC""]', '[0.5,0.5]', 354.0952676)",192.0,"('Li', 'PF6', 1.0, '[""EC"",""DMC""]', '[0.5,0.5]', 354.0952676)",1.0,0.9,29.0179,4.6208,46.05,1,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,46.05,1.245,0.6931471805599453,354.0952676,1.245
"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)|q=0.7","('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)",23.0,"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)",4.0,0.7,3.7865,0.7646,28.73,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.201931519,5.80149254087,0.2069798069749999,0.6108643020548935,298.15,1.025
"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)|q=0.75","('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)",23.0,"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)",4.0,0.75,3.86,0.8675,28.73,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.201931519,5.80149254087,0.2069798069749999,0.6108643020548935,298.15,1.025
"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)|q=0.8","('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)",23.0,"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)",4.0,0.8,3.1459,0.7537,28.73,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.201931519,5.80149254087,0.2069798069749999,0.6108643020548935,298.15,1.025
"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)|q=0.85","('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)",23.0,"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)",4.0,0.85,4.2734,1.1844,28.73,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.201931519,5.80149254087,0.2069798069749999,0.6108643020548935,298.15,1.025
"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)|q=0.9","('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)",23.0,"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)",4.0,0.9,3.3376,1.0435,28.73,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.201931519,5.80149254087,0.2069798069749999,0.6108643020548935,298.15,1.025
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)|q=0.7","('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)",120.0,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)",4.0,0.7,8.505,1.7758,20.28,1,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,20.28,0.852,0.5004024235381879,298.0,0.852
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)|q=0.75","('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)",120.0,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)",4.0,0.75,7.6935,2.1585,20.28,1,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,20.28,0.852,0.5004024235381879,298.0,0.852
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)|q=0.8","('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)",120.0,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)",4.0,0.8,8.3457,0.8457,20.28,1,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,20.28,0.852,0.5004024235381879,298.0,0.852
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)|q=0.85","('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)",120.0,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)",4.0,0.85,6.2026,0.6254,20.28,1,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,20.28,0.852,0.5004024235381879,298.0,0.852
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)|q=0.9","('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)",120.0,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)",4.0,0.9,4.1284,0.4839,20.28,1,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,20.28,0.852,0.5004024235381879,298.0,0.852
"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)|q=0.7","('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",11923.0,"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",4.0,0.7,0.9114,0.4021,28.73,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.002,86.24745999999999,3.0770499999999994,0.6108643020548935,263.15,1.025
"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)|q=0.75","('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",11923.0,"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",4.0,0.75,0.5677,0.1205,28.73,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.002,86.24745999999999,3.0770499999999994,0.6108643020548935,263.15,1.025
"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)|q=0.8","('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",11923.0,"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",4.0,0.8,0.2867,0.0354,28.73,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.002,86.24745999999999,3.0770499999999994,0.6108643020548935,263.15,1.025
"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)|q=0.85","('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",11923.0,"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",4.0,0.85,0.2537,0.083,28.73,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.002,86.24745999999999,3.0770499999999994,0.6108643020548935,263.15,1.025
"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)|q=0.9","('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",11923.0,"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",4.0,0.9,0.1365,0.0696,28.73,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.002,86.24745999999999,3.0770499999999994,0.6108643020548935,263.15,1.025
"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)|q=0.7","('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",3593.0,"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",3.0,0.7,17.0754,1.1903,64.9,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,64.9,2.53,0.0,375.3490984,2.53
"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)|q=0.75","('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",3593.0,"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",3.0,0.75,14.5958,3.1998,64.9,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,64.9,2.53,0.0,375.3490984,2.53
"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)|q=0.8","('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",3593.0,"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",3.0,0.8,19.2882,1.8258,64.9,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,64.9,2.53,0.0,375.3490984,2.53
"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)|q=0.85","('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",3593.0,"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",3.0,0.85,15.4883,1.6369,64.9,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,64.9,2.53,0.0,375.3490984,2.53
"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)|q=0.9","('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",3593.0,"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",3.0,0.9,13.5546,3.0465,64.9,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,64.9,2.53,0.0,375.3490984,2.53
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)|q=0.7","('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",126.0,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",3.0,0.7,7.0089,1.0474,63.23,1,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,63.23,1.507,0.6108643020548935,298.0,1.507
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)|q=0.75","('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",126.0,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",3.0,0.75,7.8337,1.1243,63.23,1,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,63.23,1.507,0.6108643020548935,298.0,1.507
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)|q=0.8","('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",126.0,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",3.0,0.8,6.8336,2.1123,63.23,1,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,63.23,1.507,0.6108643020548935,298.0,1.507
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)|q=0.85","('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",126.0,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",3.0,0.85,5.7259,1.1465,63.23,1,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,63.23,1.507,0.6108643020548935,298.0,1.507
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)|q=0.9","('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",126.0,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",3.0,0.9,4.7655,0.9592,63.23,1,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,63.23,1.507,0.6108643020548935,298.0,1.507
"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)|q=0.7","('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",3786.0,"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",2.0,0.7,15.4359,2.8211,7.2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,3.6,0.195,0.0,342.1636336,0.39
"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)|q=0.75","('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",3786.0,"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",2.0,0.75,6.8456,1.9591,7.2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,3.6,0.195,0.0,342.1636336,0.39
"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)|q=0.8","('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",3786.0,"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",2.0,0.8,0.8061,0.5642,7.2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,3.6,0.195,0.0,342.1636336,0.39
"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)|q=0.85","('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",3786.0,"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",2.0,0.85,0.0809,0.0338,7.2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,3.6,0.195,0.0,342.1636336,0.39
