Dielectric_constant,Dipole_moment_Gaussian,Dipole_moment_MD,correction_factor,correction_factor_fit,residual,abs_error
14.5,11.2628,12.859145,0.875859164820056,0.8781639547763387,-0.0023047899562826935,0.0023047899562826935
15.0,11.2942,12.877676,0.877037129991467,0.8797450354917067,-0.0027079055002396935,0.0027079055002396935
15.5,11.3241,12.895454,0.87814667091209,0.8812426908231749,-0.0030960199110848796,0.0030960199110848796
16.0,11.3542,12.913575,0.879245290324329,0.882663353932211,-0.0034180636078819937,0.0034180636078819937
16.5,11.3854,12.93295,0.880340525556814,0.8840128131175631,-0.00367228756074911,0.00367228756074911
17.0,11.4187,12.954199,0.881467082603872,0.8852962906414924,-0.003829208037620435,0.003829208037620435
17.5,11.4559,12.978728,0.882667392366956,0.8865185102693361,-0.00385111790238013,0.00385111790238013
18.0,11.4995,13.008539,0.883996273524644,0.887683755363873,-0.0036874818392289566,0.0036874818392289566
18.5,11.5552,13.047749,0.885608697714832,0.88879591904042,-0.003187221325588019,0.003187221325588019
19.0,11.6184,13.09316,0.887364089341305,0.889858547620297,-0.0024944582789920844,0.0024944582789920844
19.5,11.6902,13.145193,0.889313682956196,0.8908748784046027,-0.0015611954484067159,0.0015611954484067159
20.0,11.8087,13.233867,0.892309103605167,0.8918478726159429,0.0004612309892241262,0.0004612309892241262
20.5,11.937,13.330888,0.8954392235536,0.8927802442141989,0.0026589793394010686,0.0026589793394010686
21.0,11.9782,13.360125,0.896563467781926,0.8936744851769102,0.0028889826050157996,0.0028889826050157996
21.5,12.0076,13.380297,0.897409078438244,0.8945328877401819,0.002876190698062109,0.002876190698062109
22.0,12.0258,13.39177,0.897999293595992,0.8953575640180823,0.002641729577909646,0.002641729577909646
22.5,12.0441,13.403624,0.898570416478409,0.8961504633540803,0.002419953124328633,0.002419953124328633
23.0,12.0721,13.423194,0.899346310572581,0.8969133877046069,0.00243292286797403,0.00243292286797403
23.5,12.0888,13.433946,0.899869628774747,0.897648005310291,0.0022216234644559796,0.0022216234644559796
24.0,12.1046,13.444127,0.900363407754181,0.8983558628731801,0.0020075448810008556,0.0020075448810008556
24.5,12.1195,13.453626,0.900835209779133,0.8990383964270219,0.0017968133521111262,0.0017968133521111262
25.0,12.1332,13.462332,0.901270299974774,0.8996969410613751,0.0015733589133989367,0.0015733589133989367
25.5,12.1459,13.470338,0.901677448628238,0.900332739638112,0.0013447089901259535,0.0013447089901259535
26.0,12.1576,13.47765,0.902056367393425,0.9009469506200534,0.0011094167733716187,0.0011094167733716187
26.5,12.169,13.484734,0.902427886230459,0.9015406551154854,0.0008872311149735745,0.0008872311149735745
27.0,12.1791,13.490886,0.902765022252801,0.9021148632286831,0.0006501590241179134,0.0006501590241179134
27.5,12.1891,13.497117,0.903089156002723,0.9026705197949138,0.00041863620780924204,0.00041863620780924204
28.0,12.1988,13.503086,0.903408302368807,0.9032085095684165,0.00019979280039050806,0.00019979280039050806
28.5,12.2081,13.508818,0.903713411491664,0.9037296619232795,-1.6250431615572047e-05,1.6250431615572047e-05
29.0,12.2172,13.514435,0.904011155479308,0.9042347551197477,-0.00022359964043972003,0.00022359964043972003
29.5,12.2253,13.51932,0.904283647402384,0.9047245201821204,-0.0004408727797363676,0.0004408727797363676
30.0,12.2332,13.52413,0.904546170437581,0.905199644428876,-0.000653473991295006,0.000653473991295006
30.5,12.2406,13.528598,0.904794421417504,0.9056607746908762,-0.0008663532733722557,0.0008663532733722557
31.0,12.2477,13.532833,0.905035922633494,0.9061085202493353,-0.0010725976158413308,0.0010725976158413308
31.5,12.2549,13.537159,0.905278574330109,0.9065434555216186,-0.0012648811915095814,0.0012648811915095814
32.0,12.2622,13.541695,0.905514413077536,0.9069661225197655,-0.0014517094422294985,0.0014517094422294985
32.5,12.2682,13.545215,0.905722057567931,0.9073770331038611,-0.001654975535930081,0.001654975535930081
33.0,12.2745,13.548974,0.905935755725858,0.9077766710499562,-0.0018409153240981357,0.0018409153240981357
33.5,12.2803,13.552338,0.906138852203952,0.9081654939501009,-0.0020266417461489716,0.0020266417461489716
34.0,12.2867,13.55633,0.906344121159635,0.9085439349601794,-0.002199813800544348,0.002199813800544348
34.5,12.2923,13.559711,0.906531120021658,0.9089124044095849,-0.002381284387926841,0.002381284387926841
35.0,12.2981,13.563224,0.906723947049757,0.9092712912853083,-0.002547344235551252,0.002547344235551252
35.5,12.3041,13.566946,0.906917444795608,0.9096209646017253,-0.0027035198061172716,0.0027035198061172716
36.0,12.3102,13.570811,0.907108646638731,0.9099617746662229,-0.0028531280274918247,0.0028531280274918247
36.5,12.3156,13.574128,0.907284799436104,0.91029405424979,-0.0030092548136860797,0.0030092548136860797
37.0,12.3212,13.577639,0.907462630284985,0.910618119670795,-0.0031554893858100064,0.0031554893858100064
37.5,12.3266,13.581033,0.90763346204961,0.9109342717993686,-0.0033008097497585487,0.0033008097497585487
38.0,12.3319,13.58434,0.907802661005246,0.9112427969890983,-0.0034401359838522882,0.0034401359838522882
38.5,12.3372,13.587657,0.907971109367862,0.9115439679420955,-0.003572858574233506,0.003572858574233506
39.0,12.3422,13.590792,0.908129563015901,0.9118380445129313,-0.0037084814970302915,0.0037084814970302915
39.5,12.347,13.593834,0.908279444930694,0.9121252744564207,-0.0038458295257266517,0.0038458295257266517
40.0,12.3517,13.59671,0.908432995923278,0.9124058941237781,-0.0039728982005001745,0.0039728982005001745
40.5,12.3569,13.600115,0.908587905322859,0.9126801291112568,-0.0040922237883977974,0.0040922237883977974
41.0,12.3619,13.603341,0.908739992623871,0.9129481948650119,-0.004208202241140935,0.004208202241140935
41.5,12.3669,13.606584,0.908890872242438,0.9132102972455962,-0.004319425003158184,0.004319425003158184
42.0,12.3709,13.609071,0.909018697896425,0.913466633055198,-0.004447935158773064,0.004447935158773064
42.5,12.3764,13.612747,0.909177258638539,0.9137173905304571,-0.004540131891918042,0.004540131891918042
43.0,12.3811,13.615867,0.909314111249765,0.9139627498034533,-0.004648638553688245,0.004648638553688245
43.5,12.3863,13.619361,0.909462639253046,0.9142028833332411,-0.004740244080195022,0.004740244080195022
44.0,12.3916,13.623013,0.909607881898079,0.914437956310101,-0.004830074412022101,0.004830074412022101
44.5,12.3968,13.62651,0.909756056393016,0.9146681270345004,-0.004912070641484356,0.004912070641484356
45.0,12.4022,13.630343,0.909896398058361,0.9148935472725895,-0.004997149214228558,0.004997149214228558
45.5,12.4071,13.633695,0.910032093280655,0.9151143625899126,-0.005082269309257592,0.005082269309257592
46.0,12.4132,13.638039,0.910189507450448,0.9153307126648728,-0.005141205214424738,0.005141205214424738
46.5,12.4201,13.643114,0.910356682499318,0.9155427315833721,-0.005186049084054067,0.005186049084054067
47.0,12.4273,13.648467,0.910527167629888,0.9157505481159312,-0.005223380486043205,0.005223380486043205
47.5,12.4369,13.655852,0.910737755505845,0.9159542859784924,-0.005216530472647363,0.005216530472647363
48.0,13.5551,14.740627,0.919574180935451,0.9161540640780168,0.0034201168574341523,0.0034201168574341523
48.5,13.5643,14.747512,0.919768704036315,0.9163499967438979,0.0034187072924171114,0.0034187072924171114
49.0,13.56,14.74342,0.919732328048716,0.9165421939461413,0.0031901341025746266,0.0031901341025746266
49.5,13.5706,14.750649,0.920000197957392,0.9167307615011817,0.0032694364562102507,0.0032694364562102507
50.0,13.5621,14.743378,0.919877384952078,0.9169158012661495,0.0029615836859285816,0.0029615836859285816
50.5,13.5653,14.745944,0.919934322278723,0.9170974113223349,0.00283691095638805,0.00283691095638805
51.0,13.576,14.753761,0.920172151358559,0.9172756861485443,0.0028964652100147426,0.0028964652100147426
51.5,13.5712,14.749572,0.92010805466084,0.917450716784992,0.002657337875847987,0.002657337875847987
52.0,13.7198,14.844802,0.924215762527516,0.9176225909883263,0.006593171539189702,0.006593171539189702
52.5,13.5899,14.763209,0.920524799181533,0.9177913933783425,0.0027334058031904807,0.0027334058031904807
53.5,13.5752,14.750285,0.920334759633458,0.9181201063395208,0.0022146532939372188,0.0022146532939372188
54.0,13.7348,14.855311,0.924571690219074,0.9182801716801179,0.006291518538956153,0.006291518538956153
56.0,13.5853,14.756293,0.920644500620854,0.9188935096002416,0.0017509910206123802,0.0017509910206123802
56.5,13.5997,14.767763,0.920904540518425,0.9190404500319934,0.0018640904864315466,0.0018640904864315466
57.0,13.5903,14.759576,0.920778483067535,0.9191849597691608,0.0015935232983741443,0.0015935232983741443
57.5,13.5801,14.751944,0.920563418624691,0.9193270986299589,0.0012363199947321712,0.0012363199947321712
58.0,13.7203,14.837288,0.924717509021864,0.9194669244857763,0.005250584536087732,0.005250584536087732
58.5,13.5954,14.762593,0.920935773275061,0.9196044933397376,0.0013312799353234483,0.0013312799353234483
59.0,13.597,14.763079,0.921013834580171,0.9197398594014908,0.00127397517868022,0.00127397517868022
59.5,13.7321,14.846311,0.924950312572598,0.9198730751584315,0.005077237414166436,0.005077237414166436
60.0,13.6208,14.786013,0.92119491576262,0.9200041914435593,0.0011907243190607542,0.0011907243190607542
60.5,13.6026,14.766567,0.921175517640627,0.9201332575001508,0.0010422601404761478,0.0010422601404761478
61.0,13.6056,14.768375,0.921265880640219,0.9202603210434235,0.0010055595967954911,0.0010055595967954911
61.5,13.6396,14.712784,0.927057720686989,0.9203854283193498,0.006672292367639221,0.006672292367639221
62.0,13.6114,14.772133,0.921424143690014,0.9205086241607766,0.0009155195292374074,0.0009155195292374074
62.5,14.0155,15.035311,0.932172270995924,0.9206299520409915,0.011542318954932518,0.011542318954932518
63.0,14.036,15.051171,0.932552025354041,0.9207494541248712,0.011802571229169834,0.011802571229169834
63.5,13.7528,14.860063,0.925487328014693,0.9208671713177377,0.004620156696955369,0.004620156696955369
64.0,13.7532,14.86053,0.925485161027231,0.9209831433120411,0.004502017715189877,0.004502017715189877
66.0,13.6108,14.770184,0.92150510785783,0.9214303331470182,7.47747108118535e-05,7.47747108118535e-05
66.5,13.7684,14.870733,0.92587231577623,0.9215381351015473,0.004334180674682719,0.004334180674682719
67.0,13.6073,14.766795,0.921479576306165,0.9216444069092751,-0.0001648306031101221,0.0001648306031101221
67.5,13.6051,14.76337,0.921544335744481,0.9217491809191009,-0.00020484517461982765,0.00020484517461982765
68.0,13.759,14.864899,0.925603329023628,0.9218524885744521,0.0037508404491758407,0.0037508404491758407
68.5,13.6153,14.77188,0.921703940189062,0.9219543604447455,-0.00025042025568355886,0.00025042025568355886
69.0,13.7684,14.869193,0.925968208227575,0.9220548262555455,0.003913381972029506,0.003913381972029506
69.5,13.7698,14.870058,0.926008493040175,0.9221539149174813,0.0038545781226936304,0.0038545781226936304
70.0,13.6238,14.776899,0.921966103984334,0.9222516545539854,-0.0002855505696514049,0.0002855505696514049
70.5,13.6181,14.772218,0.921872395871764,0.9223480725279041,-0.00047567665614012267,0.00047567665614012267
71.0,13.6244,14.778508,0.921906325049863,0.9224431954670373,-0.0005368704171743177,0.0005368704171743177
71.5,13.6254,14.778911,0.921948849952476,0.9225370492886563,-0.0005881993361803728,0.0005881993361803728
72.0,13.6263,14.778611,0.92202846397405,0.9226296592230453,-0.0006011952489952677,0.0006011952489952677
72.5,13.6293,14.782349,0.921998256163483,0.9227210498361145,-0.0007227936726315054,0.0007227936726315054
73.0,13.6218,14.774866,0.921957600156915,0.922811245051125,-0.0008536448942100261,0.0008536448942100261
73.5,13.6371,14.787885,0.922180555231529,0.9229002681695674,-0.0007197129380384082,0.0007197129380384082
74.0,13.6362,14.786757,0.922190038018478,0.9229881418912308,-0.0007981038727528089,0.0007981038727528089
74.5,13.6155,14.768509,0.921927866922788,0.9230748883335006,-0.0011470214107125454,0.0011470214107125454
75.0,13.637,14.786165,0.92228106476561,0.9231605290499173,-0.0008794642843072964,0.0008794642843072964
75.5,13.6405,14.789106,0.922334318247499,0.9232450850480305,-0.0009107668005314817,0.0009107668005314817
76.0,13.608,14.761344,0.921867277125985,0.9233285768065791,-0.0014612996805940526,0.0014612996805940526
76.5,13.6139,14.766117,0.921968856131913,0.9234110242920263,-0.001442168160113222,0.001442168160113222
77.0,13.6227,14.774311,0.922053150228122,0.9234924469744783,-0.0014392967463563444,0.0014392967463563444
77.5,13.6226,14.770967,0.922255123852081,0.9235728638430133,-0.0013177399909323206,0.0013177399909323206
78.0,13.7908,14.881228,0.926724595577731,0.9236522934204452,0.0030723021572858222,0.0030723021572858222
78.5,13.7702,14.863485,0.926444908445092,0.9237307537775477,0.0027141546675443218,0.0027141546675443218
80.0,13.7767,14.868717,0.926556070708724,0.9239604937383891,0.0025955769703349674,0.0025955769703349674
