Dielectric_constant,Dipole_moment_Gaussian,Dipole_moment_MD,correction_factor,correction_factor_fit,residual,abs_error
20.5,13.3238,13.794618,0.965869442705844,0.9628531786374931,0.0030162640683508712,0.0030162640683508712
21.0,13.3268,13.789414,0.966451511282495,0.9635625215563596,0.0028889897261353825,0.0028889897261353825
21.5,13.3417,13.798677,0.966882549682118,0.964239859063017,0.0026426906191009403,0.0026426906191009403
22.0,13.3579,13.808328,0.967379975330829,0.964887309485009,0.0024926658458199746,0.0024926658458199746
22.5,13.3652,13.809483,0.967827687683891,0.9655068082454513,0.002320879438439727,0.002320879438439727
23.0,13.3765,13.815725,0.968208327829339,0.9661001271867375,0.002108200642601421,0.002108200642601421
23.5,13.3951,13.826892,0.968771579325274,0.9666688914950992,0.0021026878301748653,0.0021026878301748653
24.0,13.3941,13.821345,0.969088030144678,0.9672145945664836,0.0018734355781944156,0.0018734355781944156
24.5,13.3967,13.818068,0.96950601198373,0.9677386111000987,0.0017674008836312538,0.0017674008836312538
25.0,13.4135,13.830104,0.969877016109206,0.9682422086613379,0.0016348074478680363,0.0016348074478680363
25.5,13.4229,13.834804,0.970226972496322,0.9687265579188435,0.001500414577478404,0.001500414577478404
26.0,13.4316,13.838311,0.970609780340968,0.9691927417297524,0.0014170386112155597,0.0014170386112155597
26.5,13.4408,13.843359,0.970920424732177,0.9696417632215361,0.0012786615106409327,0.0012786615106409327
27.0,13.4486,13.846735,0.971247012382341,0.9700745529973855,0.001172459384955471,0.001172459384955471
27.5,13.4567,13.850569,0.971562973333442,0.970491975574067,0.0010709977593750253,0.0010709977593750253
28.0,13.4632,13.852907,0.97186821509738,0.9708948351459656,0.0009733799514143326,0.0009733799514143326
28.5,13.4698,13.855409,0.97216906408176,0.9712838807561873,0.000885183325572636,0.000885183325572636
29.0,13.4766,13.858371,0.972451957015727,0.9716598109446787,0.000792146071048272,0.000792146071048272
29.5,13.4845,13.86239,0.972739909928952,0.97202327793405,0.0007166319949020172,0.0007166319949020172
30.0,13.4914,13.865643,0.973009329607001,0.9723748914058701,0.0006344382011309602,0.0006344382011309602
30.5,13.502,13.872927,0.973262527799649,0.9727152219134265,0.0005473058862224267,0.0005473058862224267
31.0,13.5104,13.877137,0.973572574804155,0.9730448039711378,0.0005277708330172493,0.0005277708330172493
31.5,13.5124,13.875687,0.973818449493708,0.9733641388558011,0.0004543106379069073,0.0004543106379069073
32.0,13.5201,13.880391,0.974043166363253,0.973673697150557,0.0003694692126960941,0.0003694692126960941
32.5,13.5277,13.884523,0.974300665568417,0.9739739210587219,0.00032674450969505386,0.00032674450969505386
33.0,13.53,13.884113,0.974495093780928,0.9742652265114171,0.0002298672695109083,0.0002298672695109083
33.5,13.5387,13.88956,0.974739300596995,0.9745480050901183,0.0001912955068766875,0.0001912955068766875
34.0,13.5428,13.890819,0.974946113688473,0.9748226257828141,0.00012348790565885892,0.00012348790565885892
34.5,13.5483,13.893513,0.975152936481939,0.9750894365903362,6.3499891602814e-05,6.3499891602814e-05
35.0,13.5537,13.896037,0.975364415048693,0.9753487659975637,1.564905112927395e-05,1.564905112927395e-05
35.5,13.5588,13.898393,0.975566024071992,0.975600924322581,-3.490025058905388e-05,3.490025058905388e-05
36.0,13.5632,13.900117,0.975761570927784,0.975846204955439,-8.463402765490624e-05,8.463402765490624e-05
36.5,13.5682,13.90255,0.975950455132332,0.9760848854969181,-0.00013443036458604674,0.00013443036458604674
37.0,13.5728,13.904726,0.976128547948374,0.9763172288065843,-0.00018868085821033276,0.00018868085821033276
37.5,13.5776,13.90696,0.976316894562147,0.9765434839684587,-0.00022658940631170577,0.00022658940631170577
38.0,13.5821,13.909101,0.976490141239179,0.9767638871817567,-0.0002737459425776745,0.0002737459425776745
38.5,13.5859,13.910573,0.976659983740425,0.9769786625833946,-0.0003186788429696552,0.0003186788429696552
39.0,13.5898,13.912035,0.976837680468745,0.9771880230082858,-0.0003503425395408044,0.0003503425395408044
39.5,13.5942,13.914309,0.976994258212894,0.9773921706928438,-0.0003979124799498024,0.0003979124799498024
40.0,13.6003,13.917863,0.977183063233199,0.977591297926586,-0.00040823469338691076,0.00040823469338691076
40.5,13.6053,13.920738,0.977340425486063,0.9777855876562458,-0.0004451621701827557,0.0004451621701827557
41.0,13.6053,13.919167,0.97745073394119,0.9779752140463867,-0.0005244801051966785,0.0005244801051966785
41.5,13.6147,13.92551,0.977680530192431,0.9781603430001264,-0.00047981280769548995,0.00047981280769548995
42.0,13.6158,13.925333,0.977771949870068,0.9783411326432456,-0.0005691827731776344,0.0005691827731776344
42.5,13.6177,13.925488,0.977897507074797,0.9785177337746485,-0.0006202266998515116,0.0006202266998515116
43.0,13.6226,13.928232,0.978056655001152,0.9786902902858735,-0.0006336352847214899,0.0006336352847214899
43.5,13.6251,13.929037,0.978179611411758,0.978858939552107,-0.0006793281403489893,0.0006793281403489893
44.0,13.6298,13.930753,0.978396501610502,0.9790238127969328,-0.00062731118643089,0.00062731118643089
44.5,13.6314,13.931329,0.978470898217966,0.9791850354328524,-0.0007141372148864455,0.0007141372148864455
45.0,13.6363,13.934738,0.978583163888693,0.9793427273794342,-0.000759563490741133,0.000759563490741133
45.5,13.6387,13.935446,0.978705668982535,0.9794970033607867,-0.0007913343782517401,0.0007913343782517401
46.0,13.6437,13.938366,0.978859358406861,0.979647973183908,-0.0007886147770469476,0.0007886147770469476
46.5,13.6471,13.940138,0.978978830769107,0.9797957419993281,-0.0008169112302210957,0.0008169112302210957
47.0,13.6615,13.951385,0.979221776189246,0.9799404105453474,-0.0007186343561014219,0.0007186343561014219
47.5,13.6517,13.941782,0.97919333410894,0.9800820753770619,-0.0008887412681218843,0.0008887412681218843
48.0,13.6546,13.943165,0.979304196715738,0.9802208290812686,-0.0009166323655306341,0.0009166323655306341
48.5,13.6578,13.944657,0.97942889523923,0.9803567604782576,-0.0009278652390275477,0.0009278652390275477
49.0,13.66,13.945614,0.979519438871605,0.9804899548114145,-0.0009705159398095686,0.0009705159398095686
49.5,13.6618,13.945941,0.979625541223787,0.9806204939254842,-0.0009949527016972493,0.0009949527016972493
50.0,13.665,13.94762,0.979737044743117,0.9807484564342778,-0.0010114116911608129,0.0010114116911608129
50.5,13.6682,13.949393,0.979841918569503,0.9808739178785467,-0.0010319993090437407,0.0010319993090437407
51.0,13.6723,13.952064,0.9799481997789,0.9809969508746893,-0.0010487510957892798,0.0010487510957892798
51.5,13.6742,13.952497,0.98005396453409,0.9811176252549041,-0.001063660720814097,0.001063660720814097
52.0,13.6732,13.950064,0.980153209332947,0.9812360081993607,-0.0010827988664137145,0.0010827988664137145
52.5,13.677,13.95236,0.980264270704024,0.981352164360911,-0.0010878936568869957,0.0010878936568869957
53.0,13.6838,13.957459,0.980393350967393,0.9814661559828289,-0.0010728050154359403,0.0010728050154359403
53.5,13.6903,13.962289,0.980519741426352,0.9815780430100286,-0.0010583015836765908,0.0010583015836765908
54.0,13.6911,13.962147,0.980587011438857,0.9816878831941798,-0.0011008717553228076,0.0011008717553228076
54.5,13.6943,13.96396,0.980688859034257,0.9817957321931046,-0.00110687315884761,0.00110687315884761
55.0,13.6921,13.961608,0.980696492839507,0.9819016436648192,-0.0012051508253122512,0.0012051508253122512
55.5,13.6967,13.964644,0.980812686667845,0.9820056693565515,-0.0011929826887064898,0.0011929826887064898
56.0,13.6974,13.964472,0.980874894518031,0.9821078591890452,-0.0012329646710141917,0.0012329646710141917
56.5,13.6994,13.965386,0.980953909902669,0.9822082613364403,-0.0012543514337713946,0.0012543514337713946
57.0,13.7002,13.965285,0.981018289279453,0.9823069223019978,-0.0012886330225447828,0.0012886330225447828
57.5,13.7031,13.966801,0.981119441739021,0.9824038869899173,-0.0012844452508963267,0.0012844452508963267
58.0,13.7057,13.968486,0.981187223869502,0.9824991987734839,-0.0013119749039819384,0.0013119749039819384
58.5,13.708,13.969586,0.981274606133639,0.9825928995597578,-0.0013182934261187773,0.0013182934261187773
59.0,13.7101,13.97067,0.981348782842913,0.9826850298510121,-0.0013362470080990896,0.0013362470080990896
59.5,13.7121,13.971551,0.981430050249969,0.9827756288031069,-0.0013455785531378828,0.0013455785531378828
60.0,13.7145,13.972699,0.981521179265366,0.9828647342809761,-0.0013435550156101206,0.0013435550156101206
60.5,13.7143,13.971904,0.981562713285176,0.9829523829113935,-0.00138966962621756,0.00138966962621756
61.0,13.7166,13.973139,0.981640560506841,0.9830386101331713,-0.0013980496263302777,0.0013980496263302777
61.5,13.7187,13.97427,0.981711388144067,0.9831234502449353,-0.0014120621008683054,0.0014120621008683054
62.0,13.7207,13.975279,0.981783619489815,0.9832069364506144,-0.0014233169607994478,0.0014233169607994478
62.5,13.7228,13.976485,0.981849155921535,0.9832891009027683,-0.0014399449812333431,0.0014399449812333431
63.0,13.7245,13.977138,0.981924911952647,0.983369974743874,-0.0014450627912270253,0.0014450627912270253
63.5,13.7264,13.978134,0.981990872315289,0.9834495881456814,-0.0014587158303923653,0.0014587158303923653
64.0,13.7288,13.979506,0.982066176015089,0.9835279703467441,-0.001461794331655053,0.001461794331655053
64.5,13.7302,13.980181,0.982118901035688,0.9836051496882212,-0.0014862486525332175,0.0014862486525332175
65.0,13.7322,13.981146,0.982194163482736,0.9836811536480438,-0.0014869901653077333,0.0014869901653077333
65.5,13.7341,13.982202,0.982255870713354,0.9837560088735325,-0.0015001381601785768,0.0015001381601785768
66.0,13.7357,13.982985,0.98231529247868,0.9838297412125473,-0.0015144487338673018,0.0015144487338673018
66.5,13.7375,13.983909,0.982379104440683,0.9839023757432449,-0.0015232713025619127,0.0015232713025619127
67.0,13.7394,13.984935,0.982442893013089,0.9839739368025182,-0.001531043789429254,0.001531043789429254
67.5,13.742,13.986567,0.982514150899216,0.9840444480131829,-0.0015302971139669053,0.0015302971139669053
68.0,13.7435,13.987376,0.982564563932506,0.9841139323099771,-0.0015493683774711053,0.0015493683774711053
68.5,13.7449,13.987951,0.982624259979178,0.9841824119644327,-0.0015581519852546633,0.0015581519852546633
69.0,13.7456,13.988093,0.982664327439058,0.9842499086086757,-0.0015855811696177113,0.0015855811696177113
69.5,13.7482,13.989641,0.982741444187167,0.9843164432582091,-0.0015749990710420825,0.0015749990710420825
70.0,13.7496,13.990308,0.982794660417769,0.9843820363337289,-0.001587375915959921,0.001587375915959921
70.5,13.7505,13.99049,0.982846204814842,0.9844467076820188,-0.001600502867176834,0.001600502867176834
71.0,13.7515,13.990899,0.982888948022568,0.9845104765959729,-0.0016215285734049179,0.0016215285734049179
71.5,13.7527,13.991515,0.982931440948318,0.9845733618337832,-0.00164192088546522,0.00164192088546522
72.0,13.7537,13.991684,0.982991039534626,0.9846353816373369,-0.0016443421027109162,0.0016443421027109162
72.5,13.7547,13.992021,0.983038833346519,0.9846965537498582,-0.0016577204033392245,0.0016577204033392245
73.0,13.759,13.995144,0.983126718810467,0.9847568954328324,-0.0016301766223654202,0.0016301766223654202
73.5,13.7606,13.996125,0.983172127999714,0.9848164234822451,-0.0016442954825310885,0.0016442954825310885
74.0,13.7643,13.998741,0.98325270822569,0.9848751542441682,-0.001622446018478163,0.001622446018478163
74.5,13.7658,13.999546,0.983303315693238,0.9849331036297251,-0.0016297879364870482,0.0016297879364870482
75.0,13.7644,13.99777,0.983328058683633,0.9849902871294619,-0.0016622284458288616,0.0016622284458288616
75.5,13.7629,13.996086,0.983339199258993,0.9850467198271521,-0.0017075205681590377,0.0017075205681590377
76.0,13.764,13.996506,0.983388282761426,0.9851024164130618,-0.001714133651635863,0.001714133651635863
76.5,13.7642,13.996397,0.983410230504322,0.9851573911966989,-0.0017471606923769034,0.0017471606923769034
77.0,13.7667,13.997989,0.983476983729591,0.9852116581190697,-0.0017346743894787187,0.0017346743894787187
77.5,13.7672,13.997873,0.98352085348967,0.9852652307644653,-0.0017443772747952613,0.0017443772747952613
78.0,13.7687,13.998881,0.983557185749347,0.9853181223717982,-0.001760936622451137,0.001760936622451137
78.5,13.7704,13.99976,0.983616862003349,0.9853703458455096,-0.0017534838421606747,0.0017534838421606747
79.0,13.7713,14.000126,0.98365543281539,0.9854219137660662,-0.0017664809506762191,0.0017664809506762191
79.5,13.7725,14.000711,0.98370004209072,0.9854728384000628,-0.0017727963093427945,0.0017727963093427945
80.0,13.7739,14.001472,0.983746566075338,0.9855231317099511,-0.0017765656346131475,0.0017765656346131475
