Dielectric_constant,Dipole_moment_Gaussian,Dipole_moment_MD,correction_factor
36.5,13.5682,13.90255,0.975950455132332
37,13.5728,13.904726,0.976128547948374
37.5,13.5776,13.90696,0.976316894562147
38,13.5821,13.909101,0.976490141239179
38.5,13.5859,13.910573,0.976659983740425
39,13.5898,13.912035,0.976837680468745
39.5,13.5942,13.914309,0.976994258212894
40,13.6003,13.917863,0.977183063233199
40.5,13.6053,13.920738,0.977340425486063
41,13.6053,13.919167,0.97745073394119
41.5,13.6147,13.92551,0.977680530192431
42,13.6158,13.925333,0.977771949870068
42.5,13.6177,13.925488,0.977897507074797
43,13.6226,13.928232,0.978056655001152
43.5,13.6251,13.929037,0.978179611411758
44,13.6298,13.930753,0.978396501610502
44.5,13.6314,13.931329,0.978470898217966
45,13.6363,13.934738,0.978583163888693
45.5,13.6387,13.935446,0.978705668982535
46,13.6437,13.938366,0.978859358406861
46.5,13.6471,13.940138,0.978978830769107
47,13.6615,13.951385,0.979221776189246
47.5,13.6517,13.941782,0.97919333410894
48,13.6546,13.943165,0.979304196715738
48.5,13.6578,13.944657,0.97942889523923
49,13.66,13.945614,0.979519438871605
49.5,13.6618,13.945941,0.979625541223787
50,13.665,13.94762,0.979737044743117
50.5,13.6682,13.949393,0.979841918569503
51,13.6723,13.952064,0.9799481997789
51.5,13.6742,13.952497,0.98005396453409
52,13.6732,13.950064,0.980153209332947
52.5,13.677,13.95236,0.980264270704024
53,13.6838,13.957459,0.980393350967393
53.5,13.6903,13.962289,0.980519741426352
54,13.6911,13.962147,0.980587011438857
54.5,13.6943,13.96396,0.980688859034257
55,13.6921,13.961608,0.980696492839507
55.5,13.6967,13.964644,0.980812686667845
56,13.6974,13.964472,0.980874894518031
56.5,13.6994,13.965386,0.980953909902669
57,13.7002,13.965285,0.981018289279453
57.5,13.7031,13.966801,0.981119441739021
58,13.7057,13.968486,0.981187223869502
58.5,13.708,13.969586,0.981274606133639
59,13.7101,13.97067,0.981348782842913
59.5,13.7121,13.971551,0.981430050249969
60,13.7145,13.972699,0.981521179265366
60.5,13.7143,13.971904,0.981562713285176
61,13.7166,13.973139,0.981640560506841
61.5,13.7187,13.97427,0.981711388144067
62,13.7207,13.975279,0.981783619489815
62.5,13.7228,13.976485,0.981849155921535
63,13.7245,13.977138,0.981924911952647
63.5,13.7264,13.978134,0.981990872315289
64,13.7288,13.979506,0.982066176015089
64.5,13.7302,13.980181,0.982118901035688
65,13.7322,13.981146,0.982194163482736
65.5,13.7341,13.982202,0.982255870713354
66,13.7357,13.982985,0.98231529247868
66.5,13.7375,13.983909,0.982379104440683
67,13.7394,13.984935,0.982442893013089
67.5,13.742,13.986567,0.982514150899216
68,13.7435,13.987376,0.982564563932506
68.5,13.7449,13.987951,0.982624259979178
69,13.7456,13.988093,0.982664327439058
69.5,13.7482,13.989641,0.982741444187167
70,13.7496,13.990308,0.982794660417769
70.5,13.7505,13.99049,0.982846204814842
71,13.7515,13.990899,0.982888948022568
71.5,13.7527,13.991515,0.982931440948318
72,13.7537,13.991684,0.982991039534626
72.5,13.7547,13.992021,0.983038833346519
73,13.759,13.995144,0.983126718810467
73.5,13.7606,13.996125,0.983172127999714
74,13.7643,13.998741,0.98325270822569
74.5,13.7658,13.999546,0.983303315693238
75,13.7644,13.99777,0.983328058683633
75.5,13.7629,13.996086,0.983339199258993
76,13.764,13.996506,0.983388282761426
76.5,13.7642,13.996397,0.983410230504322
77,13.7667,13.997989,0.983476983729591
77.5,13.7672,13.997873,0.98352085348967
78,13.7687,13.998881,0.983557185749347
78.5,13.7704,13.99976,0.983616862003349
79,13.7713,14.000126,0.98365543281539
79.5,13.7725,14.000711,0.98370004209072
80,13.7739,14.001472,0.983746566075338
