Dielectric_constant,Dipole_moment_Gaussian,Dipole_moment_MD,correction_factor,correction_factor_fit,residual,abs_error
18.5,12.4702,13.86735,0.899248955279848,0.8979387340891729,0.0013102211906751426,0.0013102211906751426
19.0,12.483,13.873902,0.899746877266396,0.8985268657886097,0.0012200114777862758,0.0012200114777862758
19.5,12.4953,13.880187,0.900225623761409,0.8990851458310358,0.001140477930373196,0.001140477930373196
20.0,12.507,13.886189,0.900679084808654,0.8996157907249559,0.0010632940836980964,0.0010632940836980964
20.5,12.5181,13.891893,0.901108293880467,0.900120802842196,0.0009874910382710045,0.0009874910382710045
21.0,12.5289,13.897484,0.901522894359871,0.9006019956677137,0.0009208986921572793,0.0009208986921572793
21.5,12.5391,13.90274,0.901915737473333,0.9010610155589428,0.0008547219143901774,0.0008547219143901774
22.0,12.549,13.907839,0.902296898892775,0.9014993605649244,0.0007975383278505666,0.0007975383278505666
22.5,12.5584,13.912575,0.902665394436328,0.9019183967585285,0.0007469976777995102,0.0007469976777995102
23.0,12.5675,13.917298,0.903012926790818,0.9023193724569133,0.0006935543339047223,0.0006935543339047223
23.5,12.5761,13.921839,0.903336118166573,0.9027034306420654,0.0006326875245076247,0.0006326875245076247
24.0,12.5844,13.926116,0.903654687351448,0.9030716198417178,0.0005830675097302507,0.0005830675097302507
24.5,12.5924,13.930239,0.903961518535324,0.9034249036887967,0.000536614846527339,0.000536614846527339
25.0,12.6,13.934228,0.904248157845558,0.9037641693429196,0.00048398850263842164,0.00048398850263842164
25.5,12.6069,13.937495,0.904531266199557,0.9040902349289094,0.0004410312706476516,0.0004410312706476516
26.0,12.6146,13.941699,0.90481081251288,0.9044038561236285,0.00040695638925147826,0.00040695638925147826
26.5,12.6215,13.945279,0.905073322663534,0.9047057320027697,0.00036759066076430535,0.00036759066076430535
27.0,12.6281,13.948739,0.905321979284292,0.9049965102428232,0.0003254690414687955,0.0003254690414687955
27.5,12.6345,13.951976,0.905570651784378,0.9052767917596907,0.0002938600246873424,0.0002938600246873424
28.0,12.6404,13.954882,0.90580486456281,0.9055471348538611,0.0002577297089488839,0.0002577297089488839
28.5,12.6467,13.958355,0.906030832429753,0.9058080589223207,0.0002227735074322723,0.0002227735074322723
29.0,12.6524,13.961227,0.906252724062147,0.9060600477891257,0.00019267627302121948,0.00019267627302121948
29.5,12.6579,13.964055,0.906463058187611,0.9063035526995743,0.00015950548803667086,0.00015950548803667086
30.0,12.6635,13.967032,0.906670794482321,0.9065389950169617,0.00013179946535935017,0.00013179946535935017
30.5,12.6687,13.969701,0.906869803441033,0.9067667686558245,0.00010303478520845566,0.00010303478520845566
31.0,12.674,13.972417,0.907072842157517,0.9069872422812333,8.559987628375954e-05,8.559987628375954e-05
31.5,12.6787,13.974848,0.907251370462133,0.9072007612999611,5.0609162171921795e-05,5.0609162171921795e-05
32.0,12.6836,13.977497,0.90742999265176,0.9074076496661506,2.2342985609435928e-05,2.2342985609435928e-05
32.5,12.6883,13.979958,0.907606446314073,0.9076082115213326,-1.7652072596963109e-06,1.7652072596963109e-06
33.0,12.6928,13.982316,0.90777522121514,0.9078027326862586,-2.7511471118568664e-05,2.7511471118568664e-05
33.5,12.6973,13.984631,0.90794673095057,0.9079914820199347,-4.475106936474571e-05,4.475106936474571e-05
34.0,12.7015,13.986817,0.908105110691017,0.9081747126594516,-6.96019684346405e-05,6.96019684346405e-05
34.5,12.7054,13.988778,0.908256603972127,0.9083526631526267,-9.605918049970796e-05,9.605918049970796e-05
35.0,12.7096,13.990981,0.908413784565929,0.9085255584941215,-0.00011177392819250453,0.00011177392819250453
35.5,12.7138,13.993254,0.908566370624016,0.9086936110744939,-0.00012724045047785015,0.00012724045047785015
36.0,12.7173,13.994972,0.908704926312107,0.9088570215506038,-0.00015209523849679663,0.00015209523849679663
36.5,12.7208,13.996777,0.908837798873269,0.9090159796448718,-0.00017818077160280943,0.00017818077160280943
37.0,12.7249,13.998962,0.908988823599921,0.909170664880085,-0.00018184128016407453,0.00018184128016407453
37.5,12.7279,14.000475,0.909104869656208,0.9093212472557326,-0.00021637759952464197,0.00021637759952464197
38.0,12.7319,14.002685,0.90924704797687,0.9094678878712288,-0.00022083989435883744,0.00022083989435883744
38.5,12.7349,14.00414,0.909366801531547,0.9096107395008263,-0.00024393796927923983,0.00024393796927923983
39.0,12.7386,14.006183,0.909498326560491,0.9097499471245329,-0.0002516205640419322,0.0002516205640419322
39.5,12.7419,14.008008,0.909615414268752,0.9098856484189114,-0.00027023415015936525,0.00027023415015936525
40.0,12.7451,14.009583,0.909741567611256,0.9100179742112522,-0.0002764065999961707,0.0002764065999961707
40.5,12.7483,14.011323,0.909856977817155,0.9101470489002725,-0.0002900710831175157,0.0002900710831175157
41.0,12.7512,14.012767,0.909970172200822,0.9102729908461825,-0.0003028186453605253,0.0003028186453605253
41.5,12.7541,14.014365,0.910073342602394,0.9103959127326898,-0.0003225701302957962,0.0003225701302957962
42.0,12.757,14.015897,0.910180775443769,0.9105159219032714,-0.00033514645950238897,0.00033514645950238897
42.5,12.7599,14.017423,0.910288574440537,0.9106331206738196,-0.0003445462332826166,0.0003445462332826166
43.0,12.7627,14.018889,0.910393113177514,0.9107476066235788,-0.00035449344606475197,0.00035449344606475197
43.5,12.7653,14.020295,0.910487261501987,0.910859472866109,-0.0003722113641220215,0.0003722113641220215
44.0,12.7681,14.021747,0.910592667233263,0.9109688083018593,-0.0003761410685962918,0.0003761410685962918
44.5,12.7687,14.021747,0.910635457906921,0.9110756978537917,-0.0004402399468707019,0.0004402399468707019
45.0,12.7727,14.024038,0.910771918900961,0.9111802226873651,-0.00040830378640410725,0.00040830378640410725
45.5,12.7757,14.025805,0.910871069432378,0.9112824604160804,-0.0004113909837023533,0.0004113909837023533
46.0,12.7763,14.025805,0.910913847725674,0.9113824852936786,-0.0004686375680046373,0.0004686375680046373
46.5,12.7806,14.028401,0.911051801270865,0.911480368393992,-0.0004285671231269994,0.0004285671231269994
47.0,12.7811,14.028401,0.911087443251729,0.9115761777793654,-0.0004887345276364252,0.0004887345276364252
47.5,12.7854,14.030999,0.911225209266995,0.9116699786584851,-0.0004447693914900741,0.0004447693914900741
48.0,12.7859,14.030999,0.911260844648339,0.911761833534384,-0.0005009888860449951,0.0005009888860449951
48.5,12.7899,14.033384,0.911391008754553,0.9118518023433313,-0.00046079358877826326,0.00046079358877826326
49.0,12.7904,14.033384,0.911426638079596,0.9119399425852517,-0.0005133045056556762,0.0005133045056556762
49.5,12.7941,14.035548,0.911549730726581,0.9120263094462743,-0.0004765787196933102,0.0004765787196933102
50.0,12.7946,14.035548,0.911585354558297,0.9121109559139565,-0.0005256013556594885,0.0005256013556594885
50.5,12.7981,14.037688,0.911695715134857,0.912193932885692,-0.0004982177508349173,0.0004982177508349173
51.0,12.7986,14.037688,0.911731333535836,0.9122752892707647,-0.0005439557349287139,0.0005439557349287139
51.5,12.8022,14.039887,0.911844945760603,0.9123550720864835,-0.0005101263258804334,0.0005101263258804334
52.0,12.8027,14.039887,0.911880558582843,0.9124333265487898,-0.0005527679659468321,0.0005527679659468321
52.5,12.8061,14.041958,0.91198819993622,0.9125100961577094,-0.0005218962214893486,0.0005218962214893486
53.0,12.8065,14.041958,0.912016685992082,0.9125854227779839,-0.0005687367859019687,0.0005687367859019687
53.5,12.81,14.044102,0.912126670683537,0.9126593467151999,-0.0005326760316628487,0.0005326760316628487
54.0,12.8104,14.044102,0.912155152390662,0.912731906787702,-0.0005767543970399691,0.0005767543970399691
54.5,12.8135,14.045899,0.912259158349352,0.9128031403945643,-0.0005439820452123323,0.0005439820452123323
55.0,12.8139,14.045899,0.912287636412593,0.9128730835798664,-0.0005854471672733785,0.0005854471672733785
55.5,12.8171,14.047936,0.912383142975594,0.9129417710935079,-0.0005586281179139618,0.0005586281179139618
56.0,12.8175,14.047936,0.912411616909417,0.9130092364487773,-0.0005976195393603279,0.0005976195393603279
56.5,12.82,14.049354,0.912497471413988,0.913075511976874,-0.0005780405628860175,0.0005780405628860175
57.0,12.8204,14.049354,0.912525942473939,0.9131406288785716,-0.0006146864046325806,0.0006146864046325806
57.5,12.824,14.051625,0.912634659692384,0.9132046172731955,-0.0005699575808114643,0.0005699575808114643
58.0,12.8243,14.051625,0.912656009536264,0.9132675062450744,-0.0006114967088103329,0.0006114967088103329
58.5,12.8272,14.053461,0.912743131389485,0.9133293238876197,-0.00058619249813463,0.00058619249813463
59.0,12.8276,14.053461,0.912771594129019,0.9133900973451701,-0.0006185032161510895,0.0006185032161510895
59.5,12.8303,14.055111,0.912856540229387,0.9134498528527336,-0.0005933126233466091,0.0005933126233466091
60.0,12.8307,14.055111,0.912884999627538,0.9135086157737496,-0.0006236161462116474,0.0006236161462116474
60.5,12.8333,14.05673,0.912964821832674,0.9135664106359844,-0.0006015888033104044,0.0006015888033104044
61.0,12.8336,14.05673,0.912986163922904,0.9136232611656668,-0.0006370972427628407,0.0006370972427628407
61.5,12.8363,14.058359,0.91307242900825,0.9136791903199646,-0.0006067613117145543,0.0006067613117145543
62.0,12.8366,14.058359,0.913093768625485,0.9137342203178946,-0.0006404516924096715,0.0006404516924096715
62.5,12.8392,14.059968,0.913174197836012,0.9137883726697535,-0.0006141748337415986,0.0006141748337415986
63.0,12.8395,14.059968,0.913195535011175,0.9138416682051518,-0.0006461331939767723,0.0006461331939767723
63.5,12.8398,14.059968,0.913216872186338,0.9138941270997277,-0.0006772549133897687,0.0006772549133897687
64.0,12.8437,14.062517,0.913328673664892,0.9139457689006129,-0.0006170952357208437,0.0006170952357208437
64.5,12.844,14.062517,0.913350006972436,0.9139966125507163,-0.0006466055782803348,0.0006466055782803348
65.0,12.8443,14.062517,0.91337134027998,0.9140466764118929,-0.0006753361319128404,0.0006753361319128404
65.5,12.8477,14.064702,0.913471184814296,0.9140959782870519,-0.0006247934727559024,0.0006247934727559024
66.0,12.848,14.064702,0.913492514807637,0.9141445354412654,-0.0006520206336283474,0.0006520206336283474
66.5,12.8482,14.064702,0.913506734803197,0.914192364621926,-0.0006856298187289944,0.0006856298187289944
67.0,12.8513,14.066664,0.913599699260607,0.9142394820780056,-0.0006397828173986264,0.0006397828173986264
67.5,12.8516,14.066664,0.913621026278867,0.9142859035784601,-0.0006648772995930807,0.0006648772995930807
68.0,12.8519,14.066664,0.913642353297129,0.9143316444298248,-0.0006892911326958906,0.0006892911326958906
68.5,12.8553,14.068905,0.913738489242766,0.9143767194930422,-0.0006382302502762061,0.0006382302502762061
69.0,12.8555,14.068905,0.913752704990189,0.9144211431995584,-0.0006684382093693486,0.0006684382093693486
69.5,12.8558,14.068905,0.913774028611324,0.9144649295667286,-0.0006909009554046941,0.0006909009554046941
70.0,12.8585,14.070574,0.913857529906029,0.914508092212564,-0.0006505623065350408,0.0006505623065350408
70.5,12.8588,14.070574,0.913878850997834,0.9145506443698515,-0.000671793372017504,0.000671793372017504
71.0,12.859,14.070574,0.913893065059037,0.9145925988996797,-0.0006995338406426965,0.0006995338406426965
71.5,12.8621,14.072611,0.913981065773793,0.9146339683043998,-0.0006529025306067915,0.0006529025306067915
72.0,12.8634,14.073383,0.914023302002084,0.9146747647400454,-0.0006514627379613502,0.0006514627379613502
72.5,12.8636,14.073383,0.914037513226209,0.9147150000282426,-0.0006774868020336111,0.0006774868020336111
73.0,12.8638,14.073383,0.914051724450333,0.91475468566763,-0.0007029612172969602,0.0007029612172969602
73.5,12.8641,14.073383,0.914073041286519,0.914793832844815,-0.0007207915582959634,0.0007207915582959634
74.0,12.8676,14.075673,0.91417298483703,0.9148324524448862,-0.000659467607856179,0.000659467607856179
74.5,12.8663,14.07453,0.914154859878092,0.914870555061505,-0.0007156951834130787,0.0007156951834130787
75.0,12.8695,14.076675,0.91424288761373,0.914908151006593,-0.0006652633928629914,0.0006652633928629914
75.5,12.8697,14.076675,0.914257095514388,0.9149452503196364,-0.0006881548052483089,0.0006881548052483089
76.0,12.8699,14.076675,0.914271303415046,0.9149818627766243,-0.0007105593615782668,0.0007105593615782668
76.5,12.8701,14.076675,0.914285511315705,0.9150179978986368,-0.0007324865829317906,0.0007324865829317906
77.0,12.8739,14.079218,0.914390273664347,0.9150536649600997,-0.0006633912957526578,0.0006633912957526578
77.5,12.8741,14.079218,0.914404478998763,0.9150888729967201,-0.0006843939979571667,0.0006843939979571667
78.0,12.8743,14.079218,0.914418684333178,0.9151236308131189,-0.0007049464799409044,0.0007049464799409044
78.5,12.8745,14.079218,0.914432889667594,0.9151579469901698,-0.0007250573225758838,0.0007250573225758838
79.0,12.8773,14.081037,0.914513611461997,0.9151918298920635,-0.0006782184300665461,0.0006782184300665461
79.5,12.8775,14.081037,0.914527814961355,0.9152252876731031,-0.0006974727117480262,0.0006974727117480262
80.0,12.8777,14.081037,0.914542018460714,0.9152583282842471,-0.0007163098235331011,0.0007163098235331011
