feature_set,feature_description,model,target_transform,n_folds,feature_complexity_rank,model_complexity_rank,uses_polynomial_terms,numeric_features,categorical_features,cv_mae_mean,cv_mae_std,cv_rmse_mean,cv_rmse_std,cv_r2_mean,cv_r2_std,cv_transformed_mae_mean,cv_transformed_mae_std,cv_transformed_rmse_mean,cv_transformed_rmse_std,cv_transformed_r2_mean,cv_transformed_r2_std
qscale_permittivity,q_scale + weighted_permittivity,linear,log1p,5,1,1,False,"q_scale,weighted_permittivity",,5.945247215335362,3.952225713752664,7.337864147723823,4.9843594843057835,-0.8920516407162837,1.036527588026707,0.793063090599958,0.4292481668751843,0.9278586858163713,0.5220638115202826,-0.7818389889165043,1.0936112967850964
qscale_permittivity,q_scale + weighted_permittivity,ridge,raw,5,1,2,False,"q_scale,weighted_permittivity",,6.152660943308251,2.9604550010875044,7.474214160744458,4.047239255972515,-1.5976413624729853,1.3650270155594806,6.152660943308251,2.9604550010875044,7.474214160744458,4.047239255972515,-1.5976413624729853,1.3650270155594806
qscale_permittivity_cluster,q_scale + weighted_permittivity + weighted-permittivity cluster,ridge,log1p,5,2,2,False,"q_scale,weighted_permittivity",cluster_id_str,6.471225208090308,3.4037527291793697,7.485473522186284,3.9337565531026355,-2.790023490888072,4.179698812917546,0.9058541398398647,0.2881288755942005,0.9918177522581952,0.3097315647633235,-2.052401008129339,2.332320776212113
qscale_permittivity,q_scale + weighted_permittivity,linear,raw,5,1,1,False,"q_scale,weighted_permittivity",,6.162681066688011,2.9686047018757344,7.489777215956454,4.0542837480276175,-1.610711358195028,1.3804930313436032,6.162681066688011,2.9686047018757344,7.489777215956454,4.0542837480276175,-1.610711358195028,1.3804930313436032
qscale_permittivity_viscosity_cluster,q_scale + weighted_permittivity + weighted viscosity + weighted-permittivity cluster,poly2_ridge,log1p,5,4,3,True,"q_scale,weighted_permittivity,weighted_viscosity_mpa_s_25c",cluster_id_str,6.630106125614489,3.490798196523872,7.8298075108093474,4.053586166838064,-2.908087766746161,4.2998944075823395,0.9669030509612224,0.3314974642344255,1.098144253921033,0.3710964154194672,-2.2065339634823555,1.7066165552273984
qscale_permittivity,q_scale + weighted_permittivity,small_tree,log1p,5,1,4,False,"q_scale,weighted_permittivity",,6.71099070541884,2.8618310066620123,7.889169756025957,3.4942189917918776,-3.0213633718558897,3.691134164364806,0.8937861402311963,0.33332440724636997,1.034018655948922,0.439859595753288,-2.018252863049709,2.2832073663129457
qscale_permittivity_viscosity_cluster,q_scale + weighted_permittivity + weighted viscosity + weighted-permittivity cluster,small_tree,log1p,5,4,4,False,"q_scale,weighted_permittivity,weighted_viscosity_mpa_s_25c",cluster_id_str,6.732231286432271,2.8689229329656425,7.914802524707116,3.5088837000054367,-3.0461391187987354,3.6961882737064577,0.8968434292927524,0.3377759600591077,1.0418906141046584,0.4531186837521732,-2.044859179773721,2.283135121783579
qscale_permittivity_cluster,q_scale + weighted_permittivity + weighted-permittivity cluster,small_tree,log1p,5,2,4,False,"q_scale,weighted_permittivity",cluster_id_str,6.732231286432271,2.8689229329656416,7.914802524707118,3.5088837000054354,-3.0461391187987403,3.6961882737064675,0.8968434292927524,0.3377759600591077,1.0418906141046584,0.4531186837521732,-2.044859179773723,2.283135121783582
qscale_permittivity_cluster,q_scale + weighted_permittivity + weighted-permittivity cluster,poly2_ridge,log1p,5,2,3,True,"q_scale,weighted_permittivity",cluster_id_str,6.809477774010055,3.2052370571454305,7.916670555992489,3.672291117364554,-3.1050637315011786,4.2018234842637225,0.9420418774405667,0.3208277510811957,1.0456074963532849,0.3706921994419176,-2.2030622204157835,2.2371273956960036
qscale_permittivity_viscosity,q_scale + weighted_permittivity + weighted viscosity,ridge,log1p,5,3,2,False,"q_scale,weighted_permittivity,weighted_viscosity_mpa_s_25c",,6.317156953268378,4.083083011786424,7.948262601849545,5.194519633462185,-1.1646970006459014,1.0546992840441045,0.9330744977246891,0.5511391764069896,1.1132586082962594,0.6601295306145152,-1.3672036572771888,1.1904791268091979
qscale_permittivity,q_scale + weighted_permittivity,poly2_ridge,raw,5,1,3,True,"q_scale,weighted_permittivity",,6.569118874106619,2.4294145666635436,7.967586822985348,3.443350348542839,-2.533896760716322,2.438176415543074,6.569118874106619,2.4294145666635436,7.967586822985348,3.443350348542839,-2.533896760716322,2.438176415543074
qscale_permittivity,q_scale + weighted_permittivity,shallow_random_forest,log1p,5,1,5,False,"q_scale,weighted_permittivity",,6.852636509266851,2.7456617278627102,8.02735080142644,3.3769577231992787,-3.1624155703093364,3.703097206695787,0.9391452646154983,0.22755842923216157,1.0698048387529249,0.33699854342545943,-2.387049519565351,1.9501834861400038
qscale_permittivity_viscosity,q_scale + weighted_permittivity + weighted viscosity,linear,log1p,5,3,1,False,"q_scale,weighted_permittivity,weighted_viscosity_mpa_s_25c",,6.387475806137759,4.089963725654965,8.057118830301958,5.223258791599869,-1.22763046630324,1.0675446741846375,0.9984160959142716,0.6368917688303262,1.210848012098952,0.7817614186675976,-1.7509054003831572,1.5207726888158983
qscale_permittivity_viscosity_cluster,q_scale + weighted_permittivity + weighted viscosity + weighted-permittivity cluster,ridge,raw,5,4,2,False,"q_scale,weighted_permittivity,weighted_viscosity_mpa_s_25c",cluster_id_str,6.836048317590043,3.0311272123455373,8.112383527296725,3.566769555502682,-4.074761777895289,6.182818360656749,6.836048317590043,3.0311272123455373,8.112383527296725,3.566769555502682,-4.074761777895289,6.182818360656749
qscale_permittivity_cluster,q_scale + weighted_permittivity + weighted-permittivity cluster,shallow_random_forest,log1p,5,2,5,False,"q_scale,weighted_permittivity",cluster_id_str,6.9842267574874795,2.868379282897242,8.133964285643287,3.4780803008658214,-3.1368669309502897,3.584116516519462,0.9600806260056707,0.25344966338430003,1.0857781972552072,0.3526306442255987,-2.404161684735014,1.8322055813695843
qscale_permittivity_viscosity,q_scale + weighted_permittivity + weighted viscosity,small_tree,raw,5,3,4,False,"q_scale,weighted_permittivity,weighted_viscosity_mpa_s_25c",,6.704035044444444,2.7064583046194,8.195134688353876,3.7205150863574334,-3.9361011065381106,4.562498967405213,6.704035044444444,2.7064583046194,8.195134688353876,3.7205150863574334,-3.9361011065381106,4.562498967405213
qscale_permittivity,q_scale + weighted_permittivity,poly2_ridge,log1p,5,1,3,True,"q_scale,weighted_permittivity",,6.683082347736658,3.3525186157388225,8.203573603582305,4.462835120987396,-2.1313656438692687,1.8809857168260544,0.8883636718284041,0.3685759906573173,1.040164856545117,0.48659290796881827,-1.5304063729184296,1.20671457073038
qscale_permittivity_viscosity,q_scale + weighted_permittivity + weighted viscosity,shallow_random_forest,log1p,5,3,5,False,"q_scale,weighted_permittivity,weighted_viscosity_mpa_s_25c",,6.892859693973525,2.854370455003667,8.24425494183164,3.544311957507866,-3.0638037591861482,3.57875809449858,0.957146120390885,0.2706989985903435,1.1002935676913388,0.36953848962234,-2.2637960838020783,1.687579159431758
qscale_permittivity_viscosity_cluster,q_scale + weighted_permittivity + weighted viscosity + weighted-permittivity cluster,shallow_random_forest,log1p,5,4,5,False,"q_scale,weighted_permittivity,weighted_viscosity_mpa_s_25c",cluster_id_str,7.053355386598052,2.9962035713903576,8.287152155273223,3.628663877961776,-3.094122283123179,3.5974907427813143,0.986558259734372,0.28082519102103354,1.1164461445725518,0.37072552069323217,-2.3853551725639157,1.7246819184071744
qscale_permittivity_viscosity_cluster,q_scale + weighted_permittivity + weighted viscosity + weighted-permittivity cluster,poly2_ridge,raw,5,4,3,True,"q_scale,weighted_permittivity,weighted_viscosity_mpa_s_25c",cluster_id_str,7.005657700716438,3.1241228221230064,8.315739831302299,3.5888229370808475,-4.417170687607684,6.7109609044171465,7.005657700716438,3.1241228221230064,8.315739831302299,3.5888229370808475,-4.417170687607684,6.7109609044171465
qscale_permittivity,q_scale + weighted_permittivity,small_tree,raw,5,1,4,False,"q_scale,weighted_permittivity",,6.978743337777776,2.471062708601356,8.377504955373483,3.557917622270091,-3.9783903045493587,4.521832080052876,6.978743337777776,2.471062708601356,8.377504955373483,3.557917622270091,-3.9783903045493587,4.521832080052876
qscale_permittivity_cluster,q_scale + weighted_permittivity + weighted-permittivity cluster,ridge,raw,5,2,2,False,"q_scale,weighted_permittivity",cluster_id_str,7.076426755552167,2.7399448265790163,8.385591447042964,3.166147205389036,-4.363692843193659,5.835908335642704,7.076426755552167,2.7399448265790163,8.385591447042964,3.166147205389036,-4.363692843193659,5.835908335642704
qscale_permittivity_viscosity,q_scale + weighted_permittivity + weighted viscosity,shallow_random_forest,raw,5,3,5,False,"q_scale,weighted_permittivity,weighted_viscosity_mpa_s_25c",,6.837362780215244,2.4560846547248416,8.503560408803791,3.137783829593119,-4.688926722604154,6.588172889333931,6.837362780215244,2.4560846547248416,8.503560408803791,3.137783829593119,-4.688926722604154,6.588172889333931
qscale_permittivity_viscosity,q_scale + weighted_permittivity + weighted viscosity,ridge,raw,5,3,2,False,"q_scale,weighted_permittivity,weighted_viscosity_mpa_s_25c",,6.764454283164478,3.493401169201837,8.522409249476741,4.740399259516089,-1.928184119935823,1.1083979767833168,6.764454283164478,3.493401169201837,8.522409249476741,4.740399259516089,-1.928184119935823,1.1083979767833168
qscale_permittivity,q_scale + weighted_permittivity,shallow_random_forest,raw,5,1,5,False,"q_scale,weighted_permittivity",,7.054189935609186,2.2201956930390043,8.539267407022393,2.866852913807028,-5.003249881353755,6.728911983041164,7.054189935609186,2.2201956930390043,8.539267407022393,2.866852913807028,-5.003249881353755,6.728911983041164
qscale_permittivity_viscosity,q_scale + weighted_permittivity + weighted viscosity,small_tree,log1p,5,3,4,False,"q_scale,weighted_permittivity,weighted_viscosity_mpa_s_25c",,7.15643953044223,2.9567481515757064,8.540305963129834,3.561269763538943,-3.278260423688019,3.520377673096236,1.0234089874067003,0.44141574375384074,1.185258113561676,0.5567534581937685,-2.391017618237708,2.0700505200763657
qscale_permittivity_viscosity,q_scale + weighted_permittivity + weighted viscosity,poly2_ridge,log1p,5,3,3,True,"q_scale,weighted_permittivity,weighted_viscosity_mpa_s_25c",,6.870572957509927,3.2697725699270683,8.54868738881688,4.436086800945378,-2.0410960236067957,1.020566753390261,1.0434592074456666,0.4995989544617879,1.254104863772215,0.6511734289760687,-2.2283981335043404,0.6134169011172441
qscale_permittivity_viscosity_cluster,q_scale + weighted_permittivity + weighted viscosity + weighted-permittivity cluster,linear,raw,5,4,1,False,"q_scale,weighted_permittivity,weighted_viscosity_mpa_s_25c",cluster_id_str,7.245963451697955,3.1904261070385673,8.613103207879416,3.642543135042893,-6.958340773023754,10.231052408213904,7.245963451697955,3.1904261070385673,8.613103207879416,3.642543135042893,-6.958340773023754,10.231052408213904
qscale_permittivity_viscosity,q_scale + weighted_permittivity + weighted viscosity,poly2_ridge,raw,5,3,3,True,"q_scale,weighted_permittivity,weighted_viscosity_mpa_s_25c",,6.818079338941144,3.1978631087504805,8.737883319510692,4.249848730460349,-2.5105796960284175,1.6481572018970228,6.818079338941144,3.1978631087504805,8.737883319510692,4.249848730460349,-2.5105796960284175,1.6481572018970228
qscale_permittivity_cluster,q_scale + weighted_permittivity + weighted-permittivity cluster,poly2_ridge,raw,5,2,3,True,"q_scale,weighted_permittivity",cluster_id_str,7.362585120860535,2.813843168185027,8.769517214154682,3.1416183167913116,-4.77439100360928,5.916208023217828,7.362585120860535,2.813843168185027,8.769517214154682,3.1416183167913116,-4.77439100360928,5.916208023217828
qscale_permittivity_cluster,q_scale + weighted_permittivity + weighted-permittivity cluster,linear,log1p,5,2,1,False,"q_scale,weighted_permittivity",cluster_id_str,7.712768245266604,3.3838158416530537,8.941011240718208,3.7384727491215872,-6.891077983639946,9.973116188377139,1.2235407806695366,0.3689734518634049,1.3054330047390297,0.4063530577519125,-5.030952373854673,5.013064869698117
qscale_permittivity_cluster,q_scale + weighted_permittivity + weighted-permittivity cluster,linear,raw,5,2,1,False,"q_scale,weighted_permittivity",cluster_id_str,7.899526800965373,3.299690305757022,8.986995389292582,3.520307037675279,-7.311535413738028,10.76117148695804,7.899526800965373,3.299690305757022,8.986995389292582,3.520307037675279,-7.311535413738028,10.76117148695804
qscale_permittivity_viscosity_cluster,q_scale + weighted_permittivity + weighted viscosity + weighted-permittivity cluster,shallow_random_forest,raw,5,4,5,False,"q_scale,weighted_permittivity,weighted_viscosity_mpa_s_25c",cluster_id_str,7.443857876826966,2.5983090592284257,9.021824538817587,3.1965015907214496,-5.745984315243609,8.179620624969811,7.443857876826966,2.5983090592284257,9.021824538817587,3.1965015907214496,-5.745984315243609,8.179620624969811
qscale_permittivity_cluster,q_scale + weighted_permittivity + weighted-permittivity cluster,shallow_random_forest,raw,5,2,5,False,"q_scale,weighted_permittivity",cluster_id_str,7.534793207876341,2.4249839201575356,9.078533886379478,2.953990478883643,-5.755947502075645,7.585737832092063,7.534793207876341,2.4249839201575356,9.078533886379478,2.953990478883643,-5.755947502075645,7.585737832092063
qscale_permittivity_viscosity,q_scale + weighted_permittivity + weighted viscosity,linear,raw,5,3,1,False,"q_scale,weighted_permittivity,weighted_viscosity_mpa_s_25c",,7.111824850131124,3.8783116530933763,9.093824964990924,5.278839965556147,-2.26231084324152,1.3805209576076105,7.111824850131124,3.8783116530933763,9.093824964990924,5.278839965556147,-2.26231084324152,1.3805209576076105
qscale_permittivity_viscosity_cluster,q_scale + weighted_permittivity + weighted viscosity + weighted-permittivity cluster,small_tree,raw,5,4,4,False,"q_scale,weighted_permittivity,weighted_viscosity_mpa_s_25c",cluster_id_str,7.978757302857142,2.3830298451069454,9.606624850461074,3.4058103392189305,-7.666451332625906,11.305701267501568,7.978757302857142,2.3830298451069454,9.606624850461074,3.4058103392189305,-7.666451332625906,11.305701267501568
qscale_permittivity_cluster,q_scale + weighted_permittivity + weighted-permittivity cluster,small_tree,raw,5,2,4,False,"q_scale,weighted_permittivity",cluster_id_str,8.03662096,2.4509011312326683,9.650002502984476,3.4741311071566567,-7.7041919549097715,11.347658454429823,8.03662096,2.4509011312326683,9.650002502984476,3.4741311071566567,-7.7041919549097715,11.347658454429823
qscale_permittivity_viscosity_cluster,q_scale + weighted_permittivity + weighted viscosity + weighted-permittivity cluster,linear,log1p,5,4,1,False,"q_scale,weighted_permittivity,weighted_viscosity_mpa_s_25c",cluster_id_str,21.55252186259609,28.059357076362172,33.6571033335794,50.11488768763035,-88.17335524371975,160.89900140491508,1.4845168432344673,0.21268531203765417,1.7006399354914628,0.3297661612355334,-9.861927949149948,9.466255504575534
